"","ss10","ss11","ss12","ss13","ss15","ss16","ss17","ss19","ss22","ss23","ss24","ss25","ss26","ss27","ss28","ss29","ss30","ss31","ss32","ss33","ss34","ss35","ss36","ss37","ss47","ss48","ss49","ss50","ss52","ss53","ss54","ss55","ss6","ss61","ss63","ss66","ss67","ss68","ss69","ss7","ss77","ss78","ss79","ss8","ss80","ss9"
"ASV348",0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.696408296055447,0.208956267449784,0.696408296055447,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784,0.208956267449784
"ASV349",0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.720019312826115,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064,0.192977691911064
"ASV350",0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.710172230901992,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297,0.158481514226297
"ASV352",0.216258612513858,0.216258612513858,0.69636462303561,0.216258612513858,0.69636462303561,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858,0.216258612513858
"ASV353",0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.723963280042368,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151,0.182584500284151
"ASV354",0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.655639205124121,0.22884222310142,0.22884222310142,0.655639205124121,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.22884222310142,0.655639205124121,0.22884222310142,0.22884222310142
"ASV355",0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.723285153870865,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435,0.150970115176435
"ASV357",0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.152596530613479,0.724812171568573,0.152596530613479,0.152596530613479
"ASV358",0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.715020583925667,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943,0.125246868805943
"ASV359",0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285,0.720814537266305,0.160504251303285,0.160504251303285,0.160504251303285,0.160504251303285
"ASV360",0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.686581161839936,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.188590946852181,0.686581161839936,0.188590946852181
"ASV361",0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.990116255117211,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943,0.0249830892621943
"ASV362",0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.73332034114825,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184,0.187671848690184
"ASV367",0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.719420540616277,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952,0.155907438548952
"ASV368",0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.702988998380842,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.702988998380842,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612,0.221550327660612
"ASV369",0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.695457432825783,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.695457432825783,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396,0.197487077759396
"ASV371",0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.722162691320798,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037,0.177796077501037
"ASV373",0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.721855220350343,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153,0.16767474444153
"ASV374",0.273719517621801,0.656140607700049,0.273719517621801,0.656140607700049,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.656140607700049,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.656140607700049,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801,0.273719517621801
"ASV375",0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.723028834099587,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912,0.168974793205912
"ASV377",0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.730472844998627,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083,0.174640677109083
"ASV378",0.216968393247866,0.216968393247866,0.695222573332471,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.695222573332471,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866,0.216968393247866
"ASV381",0.173715195406363,0.173715195406363,0.173715195406363,0.724263870083516,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363,0.173715195406363
"ASV383",0.0897507845388319,0.0897507845388319,0.625095968965724,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.96574779847134,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.625095968965724,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319,0.0897507845388319
"ASV386",0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.728999717847502,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549,0.171905997339549
"ASV388",0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.144535099664866,0.718246696300429,0.144535099664866
"ASV390",0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.718153010418221,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833,0.163869004938833
"ASV393",0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.722727034727442,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433,0.172332454698433
"ASV394",0.225280977243617,0.225280977243617,0.720563488927065,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617,0.225280977243617
"ASV395",0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.727851562525973,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175,0.18231309508175
"ASV398",0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.733322806117792,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793,0.173296238881793
"ASV399",0.742636936557115,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737,0.21210089235737
"ASV400",0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.721914276109717,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743,0.193587198742743
"ASV401",0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.721968517624901,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314,0.178714372823314
"ASV403",0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.732969370572927,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842,0.175496740791842
"ASV407",0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.721653923163201,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739,0.148290520676739
