"","ss10","ss11","ss12","ss13","ss15","ss16","ss17","ss19","ss22","ss23","ss24","ss25","ss26","ss27","ss28","ss29","ss30","ss31","ss32","ss33","ss34","ss35","ss36","ss37","ss47","ss48","ss49","ss50","ss52","ss53","ss54","ss55","ss6","ss61","ss63","ss66","ss67","ss68","ss69","ss7","ss77","ss78","ss79","ss8","ss80","ss9"
"ASV22",0.816963018455792,0.148789566226256,0.991302099002677,0.816963018455792,0.816963018455792,0.816963018455792,0.999656496462617,0.816963018455792,0.816963018455792,0.148789566226256,0.991302099002677,0.816963018455792,0.816963018455792,0.816963018455792,0.991302099002677,0.148789566226256,0.816963018455792,0.148789566226256,0.999656496462617,0.999656496462617,0.999656496462617,0.999656496462617,0.999656496462617,0.999656496462617,0.999656496462617,0.148789566226256,0.816963018455792,0.816963018455792,0.991302099002677,0.148789566226256,0.816963018455792,0.148789566226256,0.999656496462617,0.991302099002677,0.148789566226256,0.991302099002677,0.999656496462617,0.999656496462617,0.816963018455792,0.991302099002677,0.999656496462617,0.148789566226256,0.991302099002677,0.816963018455792,0.991302099002677,0.148789566226256
"ASV23",0.772585045531097,0.772585045531097,0.149183177723335,0.149183177723335,0.149183177723335,0.149183177723335,0.772585045531097,0.999216488581314,0.985034858421647,0.149183177723335,0.999216488581314,0.149183177723335,0.999216488581314,0.985034858421647,0.985034858421647,0.999216488581314,0.999216488581314,0.772585045531097,0.149183177723335,0.772585045531097,0.149183177723335,0.772585045531097,0.149183177723335,0.772585045531097,0.985034858421647,0.985034858421647,0.985034858421647,0.985034858421647,0.772585045531097,0.985034858421647,0.772585045531097,0.149183177723335,0.985034858421647,0.772585045531097,0.985034858421647,0.772585045531097,0.149183177723335,0.149183177723335,0.149183177723335,0.149183177723335,0.772585045531097,0.149183177723335,0.772585045531097,0.149183177723335,0.149183177723335,0.149183177723335
"ASV24",0.489573639621012,0.489573639621012,0.489573639621012,0.489573639621012,0.993964383655351,0.489573639621012,0.926297310004411,0.926297310004411,0.926297310004411,0.993964383655351,0.926297310004411,0.993964383655351,0.993964383655351,0.926297310004411,0.489573639621012,0.993964383655351,0.489573639621012,0.993964383655351,0.489573639621012,0.489573639621012,0.489573639621012,0.489573639621012,0.489573639621012,0.489573639621012,0.999536801164471,0.926297310004411,0.926297310004411,0.926297310004411,0.993964383655351,0.926297310004411,0.926297310004411,0.993964383655351,0.993964383655351,0.926297310004411,0.926297310004411,0.926297310004411,0.993964383655351,0.999536801164471,0.926297310004411,0.993964383655351,0.926297310004411,0.926297310004411,0.999536801164471,0.993964383655351,0.926297310004411,0.926297310004411
"ASV25",0.999694249461492,0.999694249461492,0.993529582727546,0.999694249461492,0.878212540873313,0.999694249461492,0.999694249461492,0.993529582727546,0.993529582727546,0.878212540873313,0.878212540873313,0.252976369411725,0.993529582727546,0.999694249461492,0.993529582727546,0.999694249461492,0.878212540873313,0.252976369411725,0.252976369411725,0.252976369411725,0.878212540873313,0.878212540873313,0.878212540873313,0.252976369411725,0.878212540873313,0.252976369411725,0.252976369411725,0.878212540873313,0.878212540873313,0.252976369411725,0.878212540873313,0.252976369411725,0.878212540873313,0.993529582727546,0.252976369411725,0.993529582727546,0.993529582727546,0.993529582727546,0.999694249461492,0.878212540873313,0.993529582727546,0.878212540873313,0.878212540873313,0.252976369411725,0.993529582727546,0.993529582727546
"ASV26",0.986258962971652,0.999499606711416,0.720601807469024,0.999499606711416,0.720601807469024,0.0848164805251108,0.986258962971652,0.0848164805251108,0.999499606711416,0.720601807469024,0.986258962971652,0.720601807469024,0.0848164805251108,0.720601807469024,0.0848164805251108,0.720601807469024,0.0848164805251108,0.0848164805251108,0.0848164805251108,0.720601807469024,0.986258962971652,0.0848164805251108,0.0848164805251108,0.986258962971652,0.720601807469024,0.0848164805251108,0.720601807469024,0.986258962971652,0.0848164805251108,0.986258962971652,0.986258962971652,0.0848164805251108,0.986258962971652,0.986258962971652,0.0848164805251108,0.999499606711416,0.999499606711416,0.999499606711416,0.999499606711416,0.0848164805251108,0.720601807469024,0.0848164805251108,0.999499606711416,0.720601807469024,0.986258962971652,0.0848164805251108
"ASV27",0.999092932487875,0.999092932487875,0.999092932487875,0.999092932487875,0.978449387824856,0.978449387824856,0.651750689704583,0.651750689704583,0.978449387824856,0.651750689704583,0.978449387824856,0.0716192610942033,0.651750689704583,0.999092932487875,0.999092932487875,0.978449387824856,0.0716192610942033,0.999092932487875,0.651750689704583,0.651750689704583,0.0716192610942033,0.0716192610942033,0.0716192610942033,0.651750689704583,0.0716192610942033,0.0716192610942033,0.651750689704583,0.651750689704583,0.999092932487875,0.651750689704583,0.0716192610942033,0.0716192610942033,0.0716192610942033,0.651750689704583,0.0716192610942033,0.651750689704583,0.0716192610942033,0.978449387824856,0.0716192610942033,0.0716192610942033,0.651750689704583,0.0716192610942033,0.999092932487875,0.0716192610942033,0.978449387824856,0.651750689704583
"ASV28",0.999829083961448,0.9914478166034,0.999829083961448,0.999829083961448,0.999829083961448,0.9914478166034,0.999829083961448,0.999829083961448,0.0435468142346857,0.696733747864438,0.0435468142346857,0.0435468142346857,0.9914478166034,0.999829083961448,0.999829083961448,0.999829083961448,0.9914478166034,0.999829083961448,0.0435468142346857,0.0435468142346857,0.0435468142346857,0.0435468142346857,0.0435468142346857,0.0435468142346857,0.0435468142346857,0.696733747864438,0.0435468142346857,0.0435468142346857,0.696733747864438,0.0435468142346857,0.9914478166034,0.0435468142346857,0.9914478166034,0.9914478166034,0.9914478166034,0.9914478166034,0.696733747864438,0.696733747864438,0.9914478166034,0.9914478166034,0.9914478166034,0.0435468142346857,0.9914478166034,0.0435468142346857,0.9914478166034,0.696733747864438
"ASV29",0.979135571063937,0.787206667822305,0.998323014991534,0.979135571063937,0.998323014991534,0.979135571063937,0.998323014991534,0.225781645740927,0.225781645740927,0.225781645740927,0.787206667822305,0.225781645740927,0.979135571063937,0.787206667822305,0.787206667822305,0.787206667822305,0.225781645740927,0.225781645740927,0.225781645740927,0.225781645740927,0.225781645740927,0.787206667822305,0.787206667822305,0.225781645740927,0.225781645740927,0.225781645740927,0.225781645740927,0.225781645740927,0.979135571063937,0.225781645740927,0.225781645740927,0.225781645740927,0.787206667822305,0.225781645740927,0.225781645740927,0.787206667822305,0.225781645740927,0.979135571063937,0.979135571063937,0.225781645740927,0.787206667822305,0.787206667822305,0.787206667822305,0.787206667822305,0.787206667822305,0.787206667822305
"ASV30",0.184790290068083,0.184790290068083,0.994310483989609,0.184790290068083,0.994310483989609,0.862901425981351,0.862901425981351,0.862901425981351,0.999793962927979,0.994310483989609,0.994310483989609,0.999793962927979,0.862901425981351,0.184790290068083,0.994310483989609,0.184790290068083,0.994310483989609,0.994310483989609,0.999793962927979,0.994310483989609,0.184790290068083,0.994310483989609,0.862901425981351,0.184790290068083,0.862901425981351,0.994310483989609,0.994310483989609,0.862901425981351,0.999793962927979,0.184790290068083,0.994310483989609,0.184790290068083,0.994310483989609,0.862901425981351,0.994310483989609,0.994310483989609,0.999793962927979,0.999793962927979,0.994310483989609,0.184790290068083,0.999793962927979,0.862901425981351,0.862901425981351,0.184790290068083,0.999793962927979,0.862901425981351
"ASV31",0.989566571642161,0.999509858218632,0.989566571642161,0.999509858218632,0.999509858218632,0.17024458738379,0.989566571642161,0.815202911831829,0.815202911831829,0.815202911831829,0.989566571642161,0.989566571642161,0.815202911831829,0.17024458738379,0.999509858218632,0.989566571642161,0.815202911831829,0.815202911831829,0.17024458738379,0.989566571642161,0.17024458738379,0.989566571642161,0.999509858218632,0.989566571642161,0.815202911831829,0.17024458738379,0.17024458738379,0.17024458738379,0.17024458738379,0.17024458738379,0.815202911831829,0.17024458738379,0.17024458738379,0.815202911831829,0.17024458738379,0.989566571642161,0.989566571642161,0.17024458738379,0.815202911831829,0.17024458738379,0.989566571642161,0.815202911831829,0.815202911831829,0.17024458738379,0.989566571642161,0.17024458738379
"ASV32",0.21400209923862,0.21400209923862,0.779493796791942,0.21400209923862,0.21400209923862,0.21400209923862,0.21400209923862,0.978676806905515,0.779493796791942,0.978676806905515,0.978676806905515,0.21400209923862,0.21400209923862,0.21400209923862,0.779493796791942,0.779493796791942,0.978676806905515,0.998324711681718,0.21400209923862,0.21400209923862,0.21400209923862,0.21400209923862,0.21400209923862,0.21400209923862,0.978676806905515,0.779493796791942,0.779493796791942,0.978676806905515,0.779493796791942,0.779493796791942,0.779493796791942,0.978676806905515,0.21400209923862,0.779493796791942,0.978676806905515,0.21400209923862,0.21400209923862,0.779493796791942,0.21400209923862,0.779493796791942,0.21400209923862,0.21400209923862,0.21400209923862,0.21400209923862,0.21400209923862,0.978676806905515
"ASV33",0.0348045256934311,0.406805559607116,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.928787354236249,0.406805559607116,0.995984643541175,0.928787354236249,0.0348045256934311,0.928787354236249,0.0348045256934311,0.406805559607116,0.406805559607116,0.995984643541175,0.0348045256934311,0.406805559607116,0.995984643541175,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.406805559607116,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.406805559607116,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.406805559607116,0.0348045256934311,0.0348045256934311,0.0348045256934311,0.406805559607116,0.406805559607116,0.0348045256934311,0.406805559607116,0.406805559607116
"ASV34",0.6951811624341,0.2215459317576,0.2215459317576,0.2215459317576,0.6951811624341,0.2215459317576,0.6951811624341,0.6951811624341,0.9932183134313,0.2215459317576,0.6951811624341,0.6951811624341,0.2215459317576,0.2215459317576,0.2215459317576,0.2215459317576,0.6951811624341,0.2215459317576,0.2215459317576,0.2215459317576,0.2215459317576,0.2215459317576,0.2215459317576,0.6951811624341,0.2215459317576,0.2215459317576,0.2215459317576,0.2215459317576,0.6951811624341,0.2215459317576,0.2215459317576,0.2215459317576,0.2215459317576,0.6951811624341,0.2215459317576,0.6951811624341,0.6951811624341,0.6951811624341,0.6951811624341,0.2215459317576,0.6951811624341,0.6951811624341,0.9932183134313,0.948122067910472,0.6951811624341,0.2215459317576
"ASV35",0.228761907235515,0.734232524832583,0.228761907235515,0.962591219065335,0.734232524832583,0.962591219065335,0.734232524832583,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.734232524832583,0.734232524832583,0.228761907235515,0.962591219065335,0.228761907235515,0.228761907235515,0.962591219065335,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.228761907235515,0.734232524832583,0.228761907235515,0.228761907235515,0.734232524832583,0.734232524832583,0.734232524832583,0.734232524832583,0.228761907235515,0.995844849199804,0.734232524832583,0.962591219065335,0.734232524832583,0.734232524832583,0.228761907235515
