"","psi","p11","p10","PoO.0","PoO.1","PoO.2","PoO.3"
"ASV29",0.58200038150742,0.440883418593382,0.0585228668227494,0.225781645740927,0.787206667822305,0.979135571063937,0.998323014991534
"ASV30",0.764018225019941,0.609806180054646,0.05328584529525,0.184790290068083,0.862901425981351,0.994310483989609,0.999793962927979
"ASV31",0.65851552478372,0.55181319895147,0.0541629092021149,0.17024458738379,0.815202911831829,0.989566571642161,0.999509858218632
"ASV32",0.538944975885228,0.416830733629342,0.052179054097602,0.21400209923862,0.779493796791942,0.978676806905515,0.998324711681718
"ASV33",0.281550786789415,0.578982956613408,0.0674336226394399,0.0348045256934311,0.406805559607116,0.928787354236249,0.995984643541175
"ASV34",0.473970330727671,0.36445434547516,0.066781233544169,0.2215459317576,0.6951811624341,0.948122067910472,0.9932183134313
"ASV35",0.487363608263991,0.360460152517899,0.0570606681767295,0.228761907235515,0.734232524832583,0.962591219065335,0.995844849199804
"ASV36",0.719996441079035,0.812387732812668,0.0678655957022072,0.0205354212032486,0.554950470456341,0.986695266804367,0.999773330192879
"ASV37",0.346491602203236,0.786013227781613,0.0389503872707248,0.00581876025450859,0.346596050785329,0.97962300377456,0.999770541277569
"ASV38",0.603041369409492,0.5939203882412,0.0487965591214675,0.10570509737866,0.771161577564557,0.989698858125053,0.99963505911905
"ASV39",0.410989489348938,0.481694931804795,0.0421033391355219,0.0995348092121104,0.700348042363328,0.980165830586165,0.999043884661909
"ASV40",0.343886618996078,0.514511493135721,0.0510126772025825,0.0655747402682579,0.580455237797188,0.964634960699055,0.998143880753158
"ASV41",0.456058536043049,0.310839430515604,0.0546715038091561,0.245196958807228,0.71699352005259,0.951827204528328,0.993552414560644
"ASV42",0.430593883869923,0.475487446945959,0.0542604153392165,0.114262499396329,0.670869699169138,0.969885306513618,0.998038745981818
"ASV43",0.489375038458822,0.349284970134862,0.0523801455759088,0.236827672338597,0.750838821277776,0.966956644046472,0.996493328917478
"ASV44",0.302331958650837,0.462819248593768,0.0468366406310204,0.0719861574528257,0.576287042652129,0.959754220035394,0.997614110481886
"ASV45",0.366340690893357,0.418847574745117,0.0527221960029116,0.117773485042663,0.633523843546876,0.957238484439326,0.996562145401999
"ASV46",0.527555973914023,0.503201154549785,0.0607223636658698,0.141797267974543,0.721348771897001,0.975938010490514,0.998428841305035
"ASV47",0.24192661621726,0.694700947599934,0.0527736550607259,0.0105723494371459,0.30382081748774,0.946876368758145,0.998628204815443
"ASV48",0.281306234472711,0.412456958638366,0.0584794901706725,0.0868568457119049,0.518084866074692,0.923957481858113,0.992770831345629
"ASV49",0.364039271625608,0.700743023903577,0.0522996073353012,0.0177043436239216,0.433350469796177,0.970104444772798,0.999274252256033
"ASV50",0.148149547695264,0.74337659337555,0.0351553817811233,0.00326163087452168,0.206446687299459,0.953880561359618,0.999392218046572
"ASV51",0.467161385874792,0.305810097586375,0.0543565630393032,0.257518979618266,0.726634742174451,0.953208587743395,0.993635615588884
"ASV52",0.137853031400903,0.602629067935209,0.0185721598915461,0.0105017867282866,0.459619124519248,0.985541381352032,0.999816969906317
"ASV53",0.343293542876857,0.157885949856498,0.030375811015256,0.255093121948898,0.672075853059964,0.924617733006718,0.986560516572011
"ASV54",0.178534519052748,0.568626223651011,0.0232213952729295,0.0183759946622725,0.509316710242172,0.982921442697811,0.999686732508945
"ASV55",0.440996360093445,0.203884618971919,0.0649758585575628,0.327480184220547,0.642162551641685,0.868656222903273,0.960588784346824
"ASV56",0.465045118455782,0.255419916032392,0.0590781211627632,0.301078566379511,0.701807705067923,0.92784237131047,0.985965417446429
"ASV57",0.306693918515615,0.213697347926152,0.0414077947894668,0.196235115372814,0.60568794713383,0.906229127907032,0.983819784297195
"ASV58",0.16971711244241,0.769597241069052,0.0100100682299359,0.00257011534965144,0.459814537870704,0.996456365570411,0.999989234941743
"ASV59",0.394750504748782,0.198301665276147,0.0596415092088018,0.287824557539234,0.611825765563442,0.86008061245829,0.959956672106872
"ASV60",0.415911746144731,0.239811027266295,0.0636033681973208,0.275879174982397,0.638915826707016,0.891515789151229,0.974468405062904
"ASV61",0.11013648809046,0.829359328336893,0.0151943573821452,0.000643464145672312,0.168627345755861,0.984590274594145,0.999950319105302
"ASV63",0.334431925783846,0.158591454099723,0.0255251001073122,0.244406284766085,0.699479117537306,0.943657240590057,0.991770772358886
"ASV64",0.286458464319578,0.396797980101403,0.0381769590951571,0.0901026629105056,0.621375678277687,0.964537223006189,0.997786442347886
"ASV65",0.467840653786751,0.332736433139858,0.0533345652434749,0.235394519764713,0.731535999880048,0.960187830351672,0.995337281304453
"ASV66",0.395188595669659,0.243585523825943,0.0611824860010728,0.254709858488377,0.628080351417729,0.892987702739965,0.976322502383973
"ASV67",0.534712737537589,0.223223146978272,0.0637910521473432,0.396281784456415,0.734634025680644,0.92110870079662,0.980096426534262
"ASV68",0.360230359426549,0.149344745104688,0.0357152534226408,0.278783568740869,0.646926320985331,0.896749162364523,0.976285630448426
"ASV69",0.172430199613812,0.846996399750559,0.0156297249554519,0.000781805116193337,0.214323195475487,0.989594926640391,0.999969843042798
"ASV70",0.371581140432627,0.169321926178057,0.0595587058738923,0.289510958466797,0.567384003982916,0.80847510027079,0.931443561369197
"ASV71",0.316111243070925,0.170257528139809,0.02940735690898,0.224074918091582,0.661678518375828,0.929801358234014,0.988974968804246
"ASV72",0.0837699530653274,0.626415264544693,0.0257001772780659,0.00512791109343597,0.246786350344362,0.954185782453198,0.999245238556747
"ASV73",0.33800990961397,0.168296646359981,0.0303292673905526,0.243678361441894,0.675787206040462,0.930962805180302,0.988667346241724
"ASV74",0.173442925437569,0.342044043810948,0.0179981027316579,0.0593685864794721,0.641606187479371,0.980686920297755,0.999306176649957
"ASV75",0.22888429100556,0.315455608543455,0.0340866346863486,0.0955580855483722,0.579774914085231,0.947413824534393,0.995767479003546
"ASV79",0.373867009613373,0.242650838499589,0.0598319814922072,0.237874995574879,0.611103271027,0.88778067921618,0.975507406081216
"ASV80",0.045080284199023,0.773019388399637,0.00831493535607617,0.00056574273375661,0.186940570725897,0.989405595066808,0.999973638249998
"ASV81",0.526678805078878,0.406551743176209,0.0642717141689169,0.221092922890315,0.738976951348572,0.965796484865046,0.996461795508539
"ASV82",0.28692675448848,0.27524622521775,0.0459292264346886,0.14993960664005,0.581855599341351,0.916511503363216,0.988584883738527
"ASV83",0.246721240499704,0.297352820850645,0.0402330177041125,0.113882417442313,0.564730652288177,0.929067382794504,0.992493997459076
"ASV84",0.267628808380821,0.333582893956218,0.0429979074765812,0.10984200492146,0.578903507422476,0.938710786369476,0.994173720461931
"ASV85",0.246697567892315,0.346590071599708,0.0377518714947034,0.0930030686344445,0.580948613870111,0.949350278005348,0.996069378769603
"ASV86",0.384903785222664,0.162466254170348,0.0528537372937522,0.302006504699957,0.600649629969115,0.839445283022816,0.94784843192905
"ASV87",0.295968727183295,0.222254820909748,0.0416656198037586,0.183477497887699,0.596278756872668,0.906610134550526,0.984569763233541
"ASV88",0.0781459342806257,0.662379181629614,0.0138756008999509,0.00339048465521163,0.321732594749717,0.985105319584223,0.99989157134467
"ASV89",0.173209192548625,0.847227054884272,0.0157793658563303,0.000782883460623765,0.213227304872371,0.989445394430909,0.999969162405096
"ASV90",0.332907285289834,0.166463019673182,0.024958168651146,0.237674429925464,0.708663612566358,0.949944763187867,0.993291514837696
"ASV91",0.245397889724879,0.630214336764783,0.0550153388775461,0.0191138140763895,0.363234685987738,0.943499218653945,0.997958514870579
"ASV92",0.211242369599935,0.375694677508994,0.031110505196334,0.0668580264880474,0.573160142986289,0.9617826361474,0.997884277101943
"ASV93",0.363239063976322,0.15371217680444,0.0450247979247776,0.284182082972529,0.604651275512804,0.854902064947153,0.957802164286034
"ASV94",0.277838689850723,0.241272902366825,0.0318294689575611,0.156235876076138,0.64171053547586,0.945427045068262,0.99406774229384
"ASV95",0.375415519923232,0.143239307169497,0.0355152120835038,0.296429350029474,0.656702036355076,0.896749884616376,0.975267983069991
"ASV97",0.350296650225483,0.153043044010367,0.0351231876735493,0.267217265339817,0.644149708326588,0.899856333485705,0.978072399385959
"ASV98",0.305385615673162,0.173683027416016,0.0193808805226432,0.208267774633485,0.73667387223498,0.967481985996495,0.996849545715971
"ASV99",0.362544364771563,0.161718277087998,0.0442542242820049,0.277328707618157,0.61521609332216,0.869476085405571,0.965222131798758
"ASV100",0.239453706158419,0.202630279043159,0.0170947941570295,0.143901113629442,0.710650147377263,0.972889436730426,0.998096489753541
"ASV103",0.265928745990944,0.541819347088704,0.0552968590961911,0.0396883837061179,0.455027974622626,0.944035603066894,0.997074242717461
"ASV104",0.32136096349896,0.174241396101677,0.0342590300278547,0.228411263837167,0.637789040666076,0.912844003437214,0.984202035380323
"ASV105",0.319233166961377,0.171984014365192,0.0244959833492888,0.222862286120189,0.703443676040324,0.95150410465653,0.993875890785293
"ASV106",0.319621066166809,0.171683355346772,0.0243825448711402,0.223299839976815,0.704521013749942,0.951863449422657,0.993939229856586
"ASV107",0.268538567990135,0.188878131048912,0.0185844259069109,0.171677765360517,0.718204512008779,0.969079538454923,0.997412014862713
"ASV108",0.298309668660421,0.26822969992227,0.0495228443283714,0.162485139158115,0.577142665170913,0.905677347481478,0.985412119016668
"ASV109",0.332994165221715,0.163079180274785,0.0302720559059464,0.242957637804056,0.667026039266604,0.925948766120954,0.987349890565514
"ASV110",0.276036334817668,0.20237126860841,0.0188568059700165,0.170027239074143,0.73004896443476,0.972752721243562,0.997882673494128
"ASV111",0.337131081724753,0.160518113242775,0.0298788678341122,0.247868359470842,0.671698635139833,0.927018609937123,0.98747791846885
"ASV112",0.289480495151623,0.197135226988994,0.0190645597070895,0.182594190191547,0.738369205136074,0.97271857725013,0.997784961500013
"ASV113",0.230527545106647,0.474472576465977,0.0460520617251728,0.0476997158026597,0.483676563541806,0.946003194282684,0.996957289094188
"ASV114",0.0756558606667363,0.662474865038598,0.0196716282693694,0.00332938624723554,0.246274858486691,0.969659845583228,0.999680209968653
"ASV115",0.356754971416643,0.163469442277309,0.0452732564778327,0.271710221198215,0.605899652697474,0.863678027835574,0.963110891598106
"ASV116",0.333038642977753,0.201508001757267,0.046586602419371,0.226804322615519,0.602380842133423,0.886676632151556,0.975851182881913
"ASV117",0.26352880779797,0.22176409816576,0.018422446573361,0.151343627966086,0.730286031049585,0.976252637748333,0.998400439647456
"ASV118",0.276990036918719,0.193059159639006,0.0189517392188022,0.175729140511246,0.725302218602069,0.970326815042725,0.997536882800197
"ASV119",0.19072881699477,0.352349505644854,0.0277360780814367,0.0651246693379283,0.570540303438241,0.962028989169583,0.997934648298125
"ASV121",0.0575386518753209,0.709799405333436,0.0136986265404031,0.00155269895912803,0.214985721132355,0.979686483491608,0.99988227277188
"ASV122",0.353063437094681,0.152514626981761,0.0300951811398957,0.266906747434565,0.678621990270447,0.924510164708925,0.986116669997316
"ASV123",0.356003673143398,0.156294129438071,0.0448106742896458,0.275864473519687,0.600687393473462,0.855910231008144,0.95911030164642
"ASV124",0.32603033102327,0.156791944401006,0.0293900734258421,0.24079470643467,0.660751780053871,0.922843218309088,0.986568016342836
"ASV125",0.174874594804839,0.348043456878242,0.0183512939606856,0.0584567524890473,0.6393743750499,0.980631194885575,0.999308817692491
"ASV126",0.291784552044317,0.197042297390133,0.0193566742727461,0.184454713257419,0.737658700460468,0.972189114215998,0.997704280757813
"ASV127",0.345033280386306,0.158010642501221,0.03513415228337,0.259300258842036,0.643388499739709,0.902894896196558,0.979558256413836
"ASV129",0.338739350229008,0.152124698952743,0.0301768843118231,0.255011995431767,0.663726858149732,0.919231535984825,0.984990607418981
"ASV132",0.356944738332288,0.154604902384235,0.0399764825549151,0.274858424814518,0.624718427333772,0.879675371985034,0.969795514897891
"ASV134",0.275215458019938,0.188221123851098,0.0186479184880587,0.176909174554391,0.723953164185552,0.969697160559031,0.99744546851106
"ASV135",0.253367108682161,0.21316768084663,0.0183734341955511,0.148764849603357,0.716679000314595,0.973413789112491,0.998116589054165
"ASV137",0.328482752449499,0.169027296693254,0.024772896309205,0.232316719596859,0.707879571527485,0.950990565403548,0.993605327174104
"ASV139",0.243889502611239,0.309716767241024,0.0351431683319246,0.105636771517022,0.59266666151288,0.947155316260796,0.995491228948085
"ASV140",0.29246017500866,0.188313266033792,0.019175292051265,0.18980107203185,0.735451562834097,0.970580136985489,0.997452234358711
"ASV142",0.305558073953231,0.18424678388502,0.0243473765520608,0.204573217137078,0.699494911988091,0.954684878549068,0.994782922832646
"ASV143",0.299299845596952,0.180958103948127,0.0240152701532079,0.201560555941741,0.693879200173342,0.953167151723577,0.994557680750644
"ASV144",0.352768251697425,0.140940109957593,0.0302937790805108,0.274809420010535,0.665564282090924,0.912674575090271,0.982106898514517
"ASV145",0.259634630488283,0.198684127126816,0.0183157036323783,0.16017694939768,0.717087441780795,0.971168513195277,0.997771073788708
"ASV146",0.269532627341741,0.239477498147095,0.0363201743503067,0.153520049341674,0.602426099296405,0.926791947636048,0.990634038658659
"ASV147",0.338343333107683,0.154190169509704,0.0298721298017365,0.253111529107797,0.667368803207526,0.922349238416494,0.985979246667047
"ASV148",0.270336800857099,0.208387018088912,0.0188318095968091,0.162883462337979,0.727424098995948,0.973405942292187,0.998011996166962
"ASV149",0.266495896440445,0.187521969763617,0.0183875095632488,0.17082415185108,0.717386512850839,0.969017697435942,0.997411794312557
"ASV150",0.231006580293502,0.219721352785135,0.0174308579691537,0.130766889393473,0.704837791569447,0.974296295365856,0.99834073190388
"ASV151",0.315837398596343,0.170667297698734,0.0295295584495115,0.2236629194,0.660839403218875,0.929466366149527,0.988903914468487
"ASV152",0.349969603275219,0.152947316905347,0.035173979482263,0.267033176496947,0.643421199530596,0.899367470927082,0.977907739613737
"ASV153",0.283979749959373,0.210191910697355,0.019530164993836,0.171713576079828,0.734733230809371,0.973688213702065,0.997981493450134
"ASV154",0.273718845575994,0.201593948780906,0.0188137156341931,0.168783869868819,0.727810770990307,0.972384066663757,0.997847933491993
"ASV155",0.328060066731277,0.164740659386557,0.0248264373900733,0.234766099654927,0.70385949395717,0.94848931685987,0.993038800052927
"ASV156",0.287955482467914,0.186637204534517,0.0189765872594492,0.18730893082084,0.732195044298717,0.97008918084312,0.997407527790846
"ASV157",0.345162310907665,0.151257514006491,0.0253043679179963,0.258174006932754,0.704931951235121,0.942528199916699,0.99119548937565
"ASV158",0.335802382495695,0.15516580679797,0.0253189217702323,0.24769071421723,0.699505774019804,0.942722154721743,0.991479893940559
"ASV160",0.300504756345422,0.178245829990765,0.0238443058350326,0.204006714911064,0.694737326046928,0.952851650759536,0.994458643923972
"ASV161",0.26896923909153,0.181779092083136,0.0183818932077232,0.175654830043454,0.716553104755487,0.967733387916355,0.997197451586441
"ASV163",0.356062537200375,0.161402744186512,0.0492620448235968,0.275076083691356,0.584976806313119,0.839632274244925,0.951095791761477
"ASV164",0.306033394409733,0.182055092550203,0.0244840966995224,0.206321301400511,0.697456058554901,0.953366045685856,0.994514394282329
"ASV165",0.0547206752594954,0.716961297921802,0.0135657828374005,0.0013656232039764,0.201202816965048,0.978900704613465,0.999882994753288
"ASV166",0.265297614912534,0.194843513790204,0.0185082036939143,0.166210732130929,0.718957315640811,0.970439644855629,0.997631990590768
"ASV168",0.289127408652506,0.183997577541155,0.0188349923584011,0.189602400257288,0.733202843903475,0.969952371281795,0.997369618931398
"ASV169",0.282876767030086,0.188446159965585,0.0189892620974208,0.182554664765351,0.728185698715225,0.969822262288566,0.997412777195872
"ASV170",0.281094712019119,0.193384529606721,0.0190285316462286,0.178561074292138,0.728754083032997,0.970765853444789,0.997569404058391
"ASV171",0.152543292148635,0.451643953486168,0.019294160002113,0.0305064820528187,0.568468368209498,0.982190343540823,0.999567062335995
"ASV172",0.337769347334697,0.152107590125841,0.0297824019691757,0.253969837862788,0.665496608005562,0.920804156980608,0.9854965718493
"ASV173",0.344466468956197,0.152312866168579,0.0252435107343394,0.256835638461489,0.705694230753144,0.943299802442987,0.99141102786094
"ASV174",0.321808065679778,0.165643868221038,0.025050146483141,0.229232116952784,0.696784832102786,0.946683558177239,0.992763869733345
"ASV175",0.333196409531195,0.159968598355816,0.0302368937936187,0.245158835075002,0.664837288685064,0.92375207158592,0.986665556689531
"ASV176",0.281617435488836,0.18882294157729,0.0190432480183937,0.181446372336535,0.726623878897228,0.969578138197442,0.997390122634396
"ASV178",0.305937751050944,0.181730211846897,0.0240291824407366,0.206213618920039,0.700901210140847,0.954829467918812,0.994782898934881
"ASV180",0.273512926107877,0.189840166606886,0.0187423623602226,0.174843423740024,0.722183282643614,0.969596345020197,0.997450529024017
"ASV181",0.274734673340015,0.212366704110255,0.0188303934564098,0.163848185313511,0.733545298918417,0.974796358428499,0.998163022564437
"ASV182",0.304601288604669,0.184226858748709,0.0245505545652858,0.203953140376703,0.696868014611563,0.953762487099997,0.994626130827527
"ASV184",0.320017539404249,0.194049374857522,0.0203086714754547,0.207619207098172,0.752677432976423,0.972487668716596,0.99757017395016
"ASV186",0.254184085872601,0.239099045326977,0.018232240583264,0.136936044442403,0.728606334261024,0.978460693688576,0.998700712525052
"ASV187",0.278625342183652,0.189072429502039,0.0189155705759047,0.179059871127821,0.725098482105999,0.969602301455205,0.997414232032025
"ASV188",0.311797133829138,0.176415233578448,0.0247123952392122,0.21434537388775,0.697553075465502,0.951213006828588,0.993969494942103
"ASV189",0.291551762035577,0.18548463928026,0.0194743975991449,0.190873271345062,0.730078529411333,0.96876212869822,0.997195592933879
"ASV191",0.186034769605211,0.340387342015984,0.0188273182834143,0.0649324587888371,0.65126398962853,0.980477476809915,0.999260163938038
"ASV192",0.26890851096792,0.19481375151702,0.0185198296016567,0.168803350377334,0.722532415184746,0.970921549876099,0.997669730736705
"ASV195",0.335008261096271,0.164049265371089,0.030062104598805,0.243864746269107,0.671274973627363,0.928210544660737,0.987932336015164
"ASV196",0.348278532027642,0.154504916783559,0.0251855111224295,0.258536465758718,0.711502527894181,0.945780737654792,0.99196002154888
"ASV197",0.309608996566615,0.181858928841469,0.0201350140048691,0.207002705607199,0.738476096790565,0.968299655105025,0.996982681970246
"ASV198",0.27814543658505,0.194783906948215,0.0189600406406784,0.175637653394523,0.727281316477407,0.97091262373555,0.997612199205085
"ASV199",0.32100948596495,0.170071760235642,0.0246579797261808,0.225572337008856,0.702469552353638,0.950341619516421,0.993594824776478
"ASV202",0.291589035819507,0.181336133032975,0.019764413861366,0.193404718548394,0.724830718957055,0.966597143162679,0.99686419643344
"ASV203",0.212976872300378,0.29150159692126,0.0239029726647312,0.0937811782253981,0.634863838336062,0.966901128662031,0.997966687996594
"ASV204",0.294384835429138,0.184647581835554,0.0196608115444829,0.193563945058439,0.730484705966731,0.96836003738894,0.997114832075392
"ASV205",0.274025833813777,0.226656220155364,0.018665108367398,0.155925513539885,0.740026495173478,0.977709998056344,0.998522674441941
"ASV206",0.273128626435073,0.19112816879057,0.0192104025743062,0.174083423738584,0.717734307052448,0.968429741549864,0.99730503172791
"ASV212",0.243219489048646,0.208612136480075,0.0175639250643185,0.143828358698157,0.712391304103669,0.973348667287975,0.998146417869235
"ASV213",0.276897378449964,0.195762277931604,0.0189380910569396,0.17420321709971,0.726778759958855,0.971049969450997,0.997641276289876
"ASV214",0.260190295388221,0.195443153197758,0.0182380866910167,0.162172542174947,0.716804028083482,0.970672913802024,0.997694829271915
"ASV216",0.246236081057897,0.213248029189084,0.0179657712431454,0.143818804173944,0.713362813707228,0.973595812018698,0.99817285956144
"ASV217",0.270808878371077,0.186517892197822,0.0181929566706774,0.17440342005251,0.723287630096601,0.970008531009595,0.997507455143758
"ASV218",0.376517677802829,0.143674140961177,0.0453171333112605,0.303530881343325,0.606363268251842,0.844833607108738,0.950604206645697
"ASV219",0.292430799408608,0.181731549998394,0.0237524038732193,0.195732229585208,0.689586726849686,0.953004176827861,0.994626742467051
"ASV220",0.240728189535251,0.214579477514243,0.0175408234214514,0.139408683886782,0.712545430768929,0.974313501755896,0.998280080535805
"ASV221",0.286890266573863,0.186182589053184,0.0193233913781429,0.186934151412981,0.727477629845855,0.968743749908726,0.997228797791334
"ASV222",0.286948667741811,0.186877071878245,0.018671890667515,0.186286311528031,0.734413689872471,0.970931166344087,0.997527488726658
"ASV224",0.313908108149219,0.171914605016934,0.0244835115518231,0.218664914692415,0.698335703831211,0.950368962586627,0.993726219772798
"ASV225",0.244284000017888,0.207889411706659,0.0174703369692571,0.144844480993918,0.714289370689814,0.973615507072722,0.998167374607786
"ASV226",0.343444694454931,0.155758539383248,0.0300209293746912,0.256452594910594,0.672774233120104,0.924561903973713,0.986497097991398
"ASV227",0.323935750886974,0.170005214876243,0.0250374684631722,0.228168514586894,0.702191083812335,0.949510864612725,0.993377409765297
"ASV228",0.248800962119786,0.203901266365297,0.0178574451582106,0.149941854655316,0.713035245750481,0.972223626822609,0.997975949942594
"ASV230",0.269691146391143,0.193237410170297,0.0184033812652138,0.170138901179616,0.723700652046529,0.970983056721959,0.99766630322545
"ASV231",0.281396690795075,0.233122847194638,0.0362995733422794,0.164804530652411,0.614272563599326,0.927809714698639,0.99045110074287
"ASV232",0.254895140787597,0.206021417610126,0.0179856238528255,0.153122072888808,0.719228054959985,0.97318447283346,0.998058884354536
"ASV233",0.320214139575861,0.160775686778342,0.0246038073635844,0.230784815358127,0.694997789305382,0.945373671380095,0.99244932467163
"ASV236",0.308074714530817,0.175833117912784,0.0243824566095901,0.211613244792279,0.696173183001837,0.951362932614891,0.994046938250331
"ASV237",0.291664862463702,0.224292113706261,0.0417316870910952,0.179260261328572,0.591863179368655,0.905912147659942,0.984598268164569
"ASV238",0.296393484643577,0.197267008607805,0.019385219738227,0.187703164400657,0.741772344825413,0.972758800341449,0.997752328919252
"ASV240",0.261657273757892,0.200792585626107,0.0181221009678746,0.16044618946556,0.722335211590123,0.972536811057783,0.99792982142168
"ASV241",0.356990378621803,0.205307558328415,0.0578324763204933,0.249902074564801,0.583717239525119,0.855107922651468,0.961299187144298
"ASV243",0.286151979276922,0.191358239608115,0.0191049514895925,0.183400658340208,0.731811676477393,0.970720272794558,0.997523556167257
"ASV244",0.284677788384913,0.190358118373783,0.0189366209531764,0.182797159321593,0.731519242981834,0.970750266674043,0.997532436132294
"ASV245",0.369884804270697,0.139759507730605,0.0307315830032287,0.290965436112621,0.677708764326341,0.915073941146255,0.982210298753276
"ASV247",0.34259968302012,0.15902605799302,0.0249882716214883,0.250603358989703,0.711597088382873,0.947930591871373,0.992610322033062
"ASV248",0.277923743663122,0.199063372410599,0.0190136100691314,0.173200225889895,0.728718540630825,0.971787599194912,0.997741110649333
"ASV249",0.276131401117609,0.190531114246941,0.0186871052573218,0.176350421764971,0.725761381754589,0.970336267269158,0.997532827524534
"ASV250",0.298670095525018,0.178566204092139,0.0197572326931483,0.200385689163732,0.729937038695252,0.966833689090774,0.996829468812111
"ASV251",0.299473492895123,0.174504175296806,0.0195759654300184,0.203297780485832,0.729845310688117,0.966218770123218,0.996708555989687
"ASV254",0.271381864781773,0.196118798426471,0.0185787834787014,0.169908824272126,0.725114912765723,0.971424881126104,0.99772268477414
"ASV255",0.281869663405911,0.200421592371127,0.0191287900369378,0.175335405819244,0.732101137360216,0.972317831943038,0.997789843681323
"ASV256",0.280248676731959,0.190508218476435,0.0191696079073684,0.179578289746222,0.724951027689376,0.969454527769452,0.997390228086791
"ASV257",0.255842384132091,0.207741137906716,0.0181391341097016,0.1529853815759,0.719383759653602,0.973252158033318,0.998067433446835
"ASV259",0.301105755344892,0.190864369772774,0.0240997130950577,0.197147398887834,0.70109917529712,0.957274510988909,0.995349186734152
"ASV260",0.389550231093844,0.151704048505746,0.0451127250291724,0.309107664030711,0.628744992482601,0.865059869649787,0.960421965481943
"ASV261",0.271862358989483,0.200807070096501,0.0187387295886623,0.167855402071983,0.726330738890478,0.972160733355133,0.997828280935389
"ASV262",0.244973685398575,0.223909468438171,0.0179019714680286,0.138015932350958,0.717052006769446,0.975675314872919,0.998427305719651
"ASV264",0.255479448458487,0.211968134656925,0.0182439521799534,0.15071406781551,0.719784957166865,0.973809063164856,0.998145360288947
"ASV265",0.267933239863904,0.200063231627238,0.0185952453249043,0.165413123821814,0.723459867568911,0.971855876924151,0.997810846519813
"ASV266",0.251798236919741,0.215461605256342,0.0182562812726777,0.146571436843638,0.717229326600026,0.973998808436298,0.998195698883363
"ASV267",0.273552549718798,0.199647416512936,0.0191778599602705,0.169850277921308,0.723010960202535,0.970846166908601,0.997651709976931
"ASV268",0.249913428401603,0.219691218855026,0.0181682773797384,0.143285607063712,0.717888411793907,0.974822081192022,0.998305317507535
"ASV269",0.282751654680382,0.200927757549897,0.0190624837676156,0.175661065670403,0.733852079028204,0.972735742624697,0.997838559271177
"ASV271",0.269895937807065,0.196723274743409,0.0184372141750573,0.168472653696484,0.725395049872042,0.971784332966255,0.997778015558035
"ASV272",0.273613393439358,0.188074846747304,0.0189317239857144,0.175944694218179,0.719335311409959,0.968519545313977,0.997299560539608
"ASV273",0.239794514912865,0.213595803526892,0.0176922727860296,0.139301026529601,0.70936120974794,0.973549531664085,0.998201614655045
"ASV274",0.24475350984519,0.199556899602872,0.0178046151844485,0.149228237272593,0.706946445510388,0.970740817401706,0.997813212571474
"ASV277",0.248711362190828,0.217582871478038,0.0179144796080777,0.143395714523785,0.718471600617741,0.974941239765825,0.998316868363002
"ASV278",0.275026096189228,0.197451496064824,0.0186209749935611,0.171822001248141,0.729009252751161,0.972130916720352,0.997793950258092
"ASV280",0.289090122219885,0.195200171058869,0.0238632701017187,0.185603535970649,0.693356771526983,0.957325990374264,0.995527156567541
"ASV282",0.216572639464252,0.291987289944452,0.0251043018827455,0.0957506558526085,0.629058952490327,0.964487815076848,0.99770622701988
"ASV283",0.300712140360005,0.179390137121344,0.0194491066816481,0.201312832042877,0.735307366563393,0.968371215726481,0.997045233419627
"ASV284",0.289210748597545,0.187031982599631,0.0190067618030414,0.188033077947375,0.733316907948846,0.970283202987932,0.997427327828879
"ASV285",0.260823144802526,0.202131823674205,0.0182332804300722,0.159235730728051,0.720945462451818,0.972407692824787,0.997924177908334
"ASV286",0.330252461218899,0.1603590249888,0.0245437297508319,0.239242628163368,0.704756824532212,0.947695121741196,0.99278128154933
"ASV289",0.278268122559829,0.189715979779889,0.0232744961241066,0.180416078458061,0.683836570233602,0.955060195601687,0.995233861076248
"ASV290",0.2975405181177,0.180204527801275,0.0194585591183075,0.198421812832032,0.732759409385496,0.968124516662221,0.997036389590682
"ASV292",0.261939461139386,0.214238136078579,0.0187648126897535,0.154153683305838,0.722094621412449,0.973715471058441,0.998110217100704
"ASV294",0.262773806291028,0.194175130974969,0.0184131688853561,0.164720916396584,0.716970821484657,0.970185243503181,0.997613366490105
"ASV297",0.258214054342416,0.211610310678998,0.0184363621232145,0.152809327594371,0.720479433249408,0.973568632539105,0.998103776006193
"ASV299",0.339581035561215,0.159932270696964,0.0253817137456323,0.247712094379573,0.706497367300447,0.946227338833966,0.992286214099195
"ASV302",0.263694321359581,0.213849343161362,0.0180994052492381,0.155266305906956,0.730636564960292,0.975626632984641,0.998309979645042
"ASV303",0.264588497156482,0.202438441027806,0.0180526220335642,0.161624475469778,0.726896464115875,0.973507830802556,0.998032810516938
"ASV304",0.289560694005501,0.187047786010571,0.0189106818493431,0.188239216576512,0.734609403695758,0.970624098480966,0.997470984493294
"ASV306",0.282971494990097,0.188681730567566,0.0190541613691094,0.182523993476245,0.727761134763511,0.969702553944838,0.997397193767972
"ASV308",0.227529336697277,0.222663844989059,0.017233679922849,0.12721504272288,0.704222275126564,0.97493215379784,0.998428383903647
"ASV310",0.274151254668732,0.197544337306982,0.0187136556290454,0.171188879553094,0.727241628008464,0.971765495347064,0.997754248887488
