id,replicate,species,oral.gape.position,eye.size,mouth.length,eye.position,pec.fin.position,pec.fin.AR,caudal.fin.AR,caudal.ped.throttling,fin.SA.ratio,fl_tl
Malacocottus_kincaidi,1,y,0.505290789,0.121174228,0.165643909,0.805263158,0.421865097,1.366780707,1.104232684,2.677319231,1.821922428,1
Mallotus_villosus,1,y,0.720282383,0.048553749,0.113739468,0.740950777,0.154221631,2.359958496,1.461243243,2.34256906,1.88695935,1.046199075
Melamphaes_lugubris,1,y,0.497268402,0.050181807,0.151423506,0.599971894,0.447630688,3.507220878,1.691099739,2.399867326,1.239448369,1.078450423
Melanostigma_pammelas,1,y,0.518548426,0.047597842,0.039571787,0.667899647,0.287373428,4.409578845,6.28E-10,1,0.00194446,1
Merluccius_productus,1,y,0.584048319,0.056061201,0.128736143,0.764716387,0.511482656,3.087688247,1.07288956,3.094205882,1.173280495,1.011470282
Merluccius_productus,2,y,0.494438951,0.038303735,0.11096045,0.711125432,0.517539536,6.703651657,0.505205639,2.048105912,1.093378169,1.008091138
Merluccius_productus,3,y,0.857861391,0.058517093,0.126821682,0.689643134,0.520990891,7.165875155,1.256274761,3.820398431,0.747803947,1
Merluccius_productus,4,y,0.613120785,0.054993672,0.133020361,0.591223614,0.530291093,17.86065067,0.402494974,1.739304348,0.301810865,1.033780281
Merluccius_productus,5,y,0.80204669,0.05533424,0.13503107,0.649824113,0.510140168,7.115192232,0.526877934,1.970356429,0.908920188,1.012654007
Merluccius_productus,6,y,0.603553867,0.062092388,0.116079648,0.520742726,0.454551653,8.289525995,1.212241638,2.80983669,0.790114863,1
Merluccius_productus,7,y,0.637978001,0.045385191,0.132191932,0.612116824,0.449138943,8.978283284,1.037068004,3.588235294,0.706800446,1
Merluccius_productus,8,y,0.543368939,0.06060865,0.100731995,0.520253867,0.4916875,9.706499721,1.033639433,3.340848614,0.61565142,1.008530702
Merluccius_productus,9,y,0.673969969,0.047889109,0.099367539,0.651960622,0.513642579,11.37606823,0.591466123,2.000088889,0.530373832,1
Microgadus_proximus,1,y,0.572654392,0.053487378,0.104713553,0.713716853,0.524483233,3.482751505,0.936078722,2.80414433,0.516996733,1
Mola_mola,1,y,0.626510811,0.050348415,0.029339202,0.698773862,0.539221822,1.818960068,6.28E-10,1,0.004451548,1
Myoxocephalus_polyacanthocephaus,1,y,0.478339171,0.104338819,0.219135092,0.776287354,0.463487214,1.924985138,1.439713276,3.379210342,1.628639606,1
Nansenia_candida,1,y,0.583783784,0.063232848,0.06555862,0.691891892,0.235292272,4.921492194,0.827660053,1.621072326,0.217877521,1.06701216
Nautichthys_oculofasciatus,1,y,0.348517192,0.086841983,0.120058629,0.61617352,0.495830165,2.682994252,1.021674496,2.828326691,1.478017142,1
Nautichthys_robustus,1,y,0.373815618,0.0996801,0.10635457,0.738301031,0.462905205,1.31560799,1.234837512,1.975193272,2.535458042,1
Nectoliparis_pelagicus,1,y,0.274067391,0.104046568,0.112122831,0.67787074,0.603855859,1.968452801,0.547346497,3.251055556,6.703428434,1
Nemichthys_scolopaceus,1,y,1.39916909,0.005423596,0.072482629,0.716244287,0.411011524,2.70147656,6.28E-10,1,0.00015623,1
Notolepis_rissoi_rissoi,1,y,0.664273723,0.034539758,0.116181448,0.715364964,0.308966686,4.27550229,2.235422153,4.254083333,0.372529454,1.029306585
Notorhynchus_maculatus,1,y,0.290800739,0.012884039,0.067976857,0.573793988,0.041198436,3.133643415,1.139040883,4.63060495,0.53281326,1.290457747
Notoscopelus_resplendens,1,y,0.601055837,0.046426471,0.198715118,0.696799245,0.307188037,4.026720798,1.309925305,2.115620865,0.068614242,1.050147526
Occella_impi,1,y,0.701501866,0.048189339,0.094532399,0.787313433,0.668727545,1.459613327,0.953511078,2.420840277,3.200901239,1
Occella_verrucosa,1,y,0.764206564,0.038323975,0.070512209,0.778522939,0.683745123,3.151136986,0.779189223,2.563280554,3.979464067,1
Odontopyxis_trispinosa,1,y,0.350649351,0.061822548,0.050992214,0.636396104,0.545085686,1.880503963,1.318559134,4.549419355,2.793285308,1
Oligocottus_maculosus,1,y,0.504645783,0.082520036,0.117218279,0.819447938,0.526451878,2.087559501,1.18104918,2.321753491,2.671725319,1
Oligocottus_maculosus,2,y,0.294225404,0.059914537,0.121525511,0.815149071,0.690145216,2.560499697,1.591192488,3.060942827,1.685709071,1
Oligocottus_maculosus,3,y,0.283320625,0.077824203,0.07743496,0.683355624,0.519956341,1.525109695,0.807709972,1.782075201,2.180506187,1.066364338
Oligocottus_maculosus,4,y,0.265145877,0.078550082,0.072968417,0.818192665,0.622466959,1.819418199,0.7192881,1.742316968,3.000911334,1
Oligocottus_maculosus,5,y,0.229160699,0.073697631,0.058577564,0.847201896,0.659311746,2.766570877,0.408552118,1.226368854,2.081903586,1
Oligocottus_maculosus,6,y,0.303786006,0.080376196,0.097906177,0.733312964,0.661379032,1.501909077,2.158266648,3.046657988,3.80310248,1
Oligocottus_rimensis,1,y,0.489374113,0.066156847,0.080241639,0.783687943,0.537668749,2.453568448,1.09838161,3.072319588,2.45024611,1
Oligocottus_snyderi,1,y,0.43967503,0.068174401,0.091046392,0.79378852,0.521657267,2.404644837,1.166160435,2.408497054,2.350172544,1
Onchorhynchus_nerka,1,y,0.601295881,0.0300872,0.111867565,0.613922413,0.140625,3.330473268,1.827183615,2.727040709,0.431329209,1.057625994
Oncorhynchus_gorbuscha,1,y,0.483189217,0.036862714,0.118839744,0.638650095,0.211678317,3.465067963,2.719739144,3.636697163,0.526816796,1.013806206
Oncorhynchus_keta,1,y,0.720388795,0.037690366,0.124153635,0.661273905,0.235505824,3.005579176,2.703878123,3.64447218,0.603714366,1.03238827
Oncorhynchus_kisutch,1,y,0.690913157,0.038272839,0.149092698,0.727349256,0.245957155,2.492226723,2.64317761,3.402190031,0.619697584,1.022062018
Oncorhynchus_nerka,2,y,0.613207547,0.029654394,0.110362257,0.622660377,0.134796238,3.271202851,2.005678012,2.703407947,0.471302543,1.055132546
Oncorhynchus_tshawytscha,1,y,0.776898326,0.030659459,0.1285964,0.669333247,0.199485843,3.449926679,1.907050605,2.779590246,0.581083619,1.051379204
Oneirodes_acanthias,1,y,0.690527089,0.020820522,0.273219399,0.790698049,0.711112087,0.914339933,0.903921371,1.511588717,0.48890137,1
Oneirodes_eschrichti,1,y,0.612082733,0.040075037,0.285336364,0.818966626,0.66349596,0.846670226,1.421681793,3.111269288,0.389005098,1
Ophiodon_elongatus,1,y,0.69315991,0.040663049,0.138040478,0.761314612,0.382583587,1.363116243,1.478962036,2.821326254,1.654145896,1
Ophiodon_elongatus,2,y,0.531611923,0.027688545,0.088231332,0.879703816,0.568641955,1.801011995,1.241263221,2.826173913,1.49706228,1
Ophiodon_elongatus,3,y,0.556765115,0.033488552,0.104605051,0.907190351,0.505570611,1.795723988,1.186920796,2.571320257,1.565353102,1
Ophiodon_elongatus,4,y,0.825312201,0.029202245,0.098833722,0.873511286,0.369484213,2.546522495,1.607618986,2.932591503,1.034252591,1
Ophiodon_elongatus,5,y,0.61165836,0.038659996,0.075818383,0.932150383,0.55930037,1.672302099,1.596865742,3.269401524,1.304609767,1
Ophiodon_elongatus,6,y,0.413576923,0.034645609,0.077711422,0.850980769,0.510829319,1.921668953,1.867348417,3.507666099,1.323480433,1
Ophiodon_elongatus,7,y,0.660105801,0.042718753,0.074920644,0.88169755,0.644008013,1.255680013,1.27180946,2.8671249,1.697456493,1.007443461
Osmerus_mordax_dentex,1,y,0.729908046,0.045304443,0.125380546,0.672439655,0.24059472,2.775408874,1.620290762,3.078314286,0.772674401,1.054608151
Oxylebius_pictus,1,y,0.439200434,0.050498494,0.077265079,0.824275236,0.378963743,1.962799327,1.104809364,2.044265487,1.37770447,1
Pallasina_barbata_aix,1,y,0.61085178,0.032608676,0.050179016,0.681618874,0.723008762,1.951176017,0.971341958,5.928571429,2.014170397,1
Paraliparis_deani,1,y,0.336818262,0.06495642,0.061218609,0.593916261,0.423117616,2.109174266,6.28E-10,1,0.016316732,1
Paricelinus_hopliticus,1,y,0.452822093,0.066471018,0.063698509,0.779387047,0.534798811,1.588502867,1.258220231,3.327632184,2.079985588,1.006474738
Pentaceros_richardsoni,1,y,0.475609756,0.066421992,0.085073556,0.701245427,0.365129477,3.624649828,2.189079144,2.837805233,0.875377873,1
Peprilus_simillimus,1,y,0.564232493,0.04556131,0.048682422,0.564232493,0.494090713,5.00200786,4.151899637,5.761666667,1.060793768,1.10562305
Phanerodon_furcatus,1,y,0.438756452,0.094061773,0.064814792,0.529070968,0.358438612,2.834734918,1.734673951,2.88245,0.612332622,1.138017252
Pholis_clemensi,1,y,0.456992719,0.018655867,0.020274253,0.774816478,0.443002927,1.513468914,1.390841445,1.951229178,0.751208648,1
Pholis_laeta,1,y,0.52939397,0.020361786,0.033557295,0.722664784,0.438528897,1.367429449,1.597458909,2.170572885,0.777830997,1
Pholis_ornata,1,y,0.70930481,0.017246843,0.028205707,0.70930481,0.356167451,2.022548464,1.196890998,2.012386571,0.70408976,1
Pholis_schultzi,1,y,0.720777308,0.020149817,0.033522215,0.697655675,0.379303805,1.458270259,1.056924215,1.927354545,0.932019658,1
Phytichthys_chirus,1,y,0.545449301,0.012959747,0.042371615,0.797246768,0.411237979,1.071219581,1.384328065,1.643915707,0.614269952,1
Plectobranchus_evides,1,y,0.430545091,0.040350499,0.068722099,0.694462287,0.511258237,2.719162197,1.182617141,2.186440678,1.64593105,1
Polypera_greeni,1,y,0.432354295,0.019510463,0.074190662,0.844879481,0.453275092,0.893774744,0.91468992,1.817884346,4.022379413,1
Porichthys_notatus,1,y,0.781414715,0.036015556,0.122807235,0.89065979,0.654348391,1.366898016,1.068434711,2.373622356,4.507333143,1
Poroclinus_rothrocki,1,y,0.341612824,0.028893859,0.030250915,0.733023706,0.482104057,2.058177339,0.644445897,1.98182435,1.024700883,1
Poromitra_crassiceps,1,y,0.600004762,0.055536698,0.164654574,0.666671429,0.420569987,8.066305134,1.029362085,1.870626471,0.598451806,1.057784559
Prionace_glauca,1,y,0.230316524,0.023030286,0.047277659,0.625757409,0.193133021,4.569825313,2.969565049,6.026832863,1.270545966,1.158514045
Protomyctophum_thompsoni,1,y,0.498452012,0.12623056,0.236464362,0.647066563,0.359335823,4.439147424,1.084840737,1.918520129,0.405203183,1.104150239
Psychrolutes_paradoxus,1,y,0.388656325,0.077489146,0.10887981,0.786008099,0.452406304,1.530839448,1.065791828,2.435836406,3.208548993,1
Ptilichthys_goodei,1,y,0.630768246,0.00976324,0.017272806,0.577464789,0.447708578,4.822730951,6.28E-10,1,0.000251801,1
Radulinus_asprellus,1,y,0.207318653,0.07099684,0.087934551,0.730588083,0.486369852,2.022544037,1.064710142,3.9184798,2.051042331,1
Radulinus_boleoides,1,y,0.500036529,0.084466233,0.088514703,0.739741102,0.594864489,2.148460396,0.911642467,3.52280303,1.570449256,1
Remora_australis,1,y,0.742631898,0.029006003,0.064626921,0.594071856,0.771564655,1.569679535,0.873054081,2.432098765,0.920498515,1.017030886
Rhacohilus_vacca,1,y,0.490435708,0.086119063,0.06981072,0.63692949,0.364297156,3.16376456,1.793557149,2.437040518,0.620738443,1.093656444
Rhamphocottus_richardsoni,1,y,0.249082728,0.084525947,0.116774318,0.681353594,0.465962411,2.094158443,2.184491062,4.177143064,1.333172345,1
Rimicola_muscarum,1,y,0.551378985,0.021163538,0.054043646,0.637859949,0.495233963,1.605790174,1.053832136,2.083567708,1.368540968,1
Roccus_saxatilis,1,y,0.763175439,0.041788281,0.087235732,0.763175439,0.464296537,2.348531195,1.97220811,2.46887988,0.541041151,1.046061753
Ronquilus_jordani,1,y,0.369734694,0.070133841,0.091940833,0.789887756,0.457364341,1.974272245,0.658710074,1.785746931,2.554003757,1
Sebastes_caurinus,9,y,0.522502809,0.097022708,0.183177602,0.741594101,0.374555988,2.295804225,1.580786528,2.456616848,1.181598737,1
Sebastes_zacentrus,1,y,0.512820513,0.090055969,0.148776993,0.711538462,0.400810311,2.432133995,1.843521034,3,1.317629016,1.009882492
Sagamichthys_abei,1,y,0.560559591,0.069141294,0.140108492,0.623327504,0.294347659,3.502678627,1.410012713,2.302794574,0.390360233,1.062233472
Salmo_clarki_clarki,1,y,0.512724468,0.033625329,0.120547006,0.673735816,0.178861789,4.364593174,1.787050142,2.319235959,0.406881005,1.023951585
Salmo_gairdneri,1,y,0.7025244,0.047293792,0.125257163,0.725425753,0.236133483,3.57189402,1.879020198,2.456123625,0.573781253,1.013067691
Salmo_trutta,1,y,0.514116286,0.039339662,0.122019338,0.663855274,0.225894383,3.29427268,2.018878209,3.232253923,0.44688906,1.016959761
Salvelinus_malma,1,y,0.690329632,0.033705954,0.136994087,0.690329632,0.13909828,3.323315638,2.577383883,2.711406525,0.411207521,1.010726393
Sarda_chiliensis,1,y,0.61845614,0.05397381,0.128164011,0.684241228,0.553952912,3.434394329,5.366403005,7.459008843,0.650172161,1.042650848
Sarda_chiliensis,2,y,0.586691407,0.053877663,0.131832638,0.673318371,0.555185044,3.96188086,5.320528007,7.565491398,0.645958553,1.037873293
Sardinops_sagax,1,y,0.721714623,0.047031115,0.112693691,0.754716981,0.154798762,4.547303046,2.631966916,3.629705314,0.610877998,1.087810721
Scomber_japonicus,1,y,0.773452392,0.056499939,0.110836798,0.67966626,0.582875722,3.553784611,2.576491074,5.990883146,0.515126337,1.086042264
Scomber_japonicus,2,y,0.749894548,0.055018843,0.10643583,0.682985509,0.610360876,3.252301052,2.719868,6.43890873,0.477940613,1.088725254
Scopelosaurus_harryi,1,y,0.530247323,0.042681408,0.065766718,0.660456274,0.633318705,8.670677015,1.047161169,2.56,0.4393424,1.071121797
Scorpaenichthys_marmoratus,1,y,0.584918091,0.060319693,0.128366368,0.839625979,0.366278452,1.8927164,1.124586519,2.381532646,1.952121046,1
Scytalina_cerdale,1,y,0.598191222,0.014138295,0.042650205,0.731230318,0.37739289,2.918466733,6.28E-10,1,0.000462536,1
Sebastes_aleutianus,1,y,0.701602368,0.091210807,0.175629648,0.826595647,0.396147131,2.428099608,1.699714635,3.098796408,0.896307537,1.026777551
Sebastes_alutus,1,y,0.695937934,0.076399296,0.149563428,0.756769266,0.445633101,2.71129808,1.478192959,3.013348751,1.050305416,1.025523766
Sebastes_auriculatus,1,y,0.455686829,0.089710747,0.172654384,0.759504947,0.386632243,1.709675755,1.311664907,2.18177802,1.711874031,1
Sebastes_aurora,1,y,0.317701471,0.097034449,0.158690683,0.717647059,0.472441722,2.175804164,1.424909912,2.666542284,1.405943094,1.014049002
Sebastes_aurora,2,y,0.349152187,0.094933963,0.156292934,0.702572892,0.470753015,2.159563661,1.376265066,2.511530612,1.415416537,1.016067151
Sebastes_babcocki,1,y,0.512396694,0.092228982,0.153025786,0.789267218,0.446914647,2.026553422,1.55629735,2.566106667,1.413699511,1.007756917
Sebastes_babcocki,2,y,0.451219512,0.087304423,0.146020655,0.78052981,0.448716415,2.308019263,1.542850794,2.590519786,1.454321777,1.012282948
Sebastes_babcocki,3,y,0.449767196,0.085594883,0.149605256,0.788431217,0.440799272,2.125654705,1.445945517,2.566531335,1.421263072,1.007423051
Sebastes_borealis,1,y,0.553398058,0.106030185,0.164592088,0.820402913,0.42352609,2.478938287,1.768881905,2.970625,1.263132227,1.011910442
Sebastes_brevispinis,1,y,0.545061271,0.084939822,0.181197072,0.772514899,0.462849649,2.133678897,1.477760381,2.663234493,1.012947583,1.018315282
Sebastes_caurinus,1,y,0.459496867,0.060164173,0.118494564,0.826237274,0.438591067,2.067239858,2.105789983,3.044454568,1.235429405,1
Sebastes_caurinus,2,y,0.357855007,0.062525255,0.158129358,0.637223666,0.317501766,3.203420044,1.82057085,2.902508863,0.675467366,1
Sebastes_caurinus,3,y,0.437226261,0.078993195,0.146014926,0.787872196,0.419832313,2.992676622,1.281777903,2.235284386,1.195025861,1
Sebastes_caurinus,4,y,0.668680588,0.08106304,0.140521874,0.817956039,0.391180924,2.46877983,0.963129433,1.674560294,1.759909915,1.00467981
Sebastes_caurinus,5,y,0.502910582,0.069345446,0.116567884,0.837979464,0.434750478,1.470505495,1.354695368,2.214262755,1.372494291,1
Sebastes_caurinus,6,y,0.397537725,0.096041697,0.096653787,0.823771936,0.485403415,3.541161866,1.145960442,2.047773175,0.865302033,1
Sebastes_caurinus,7,y,0.579538869,0.057546588,0.082309648,0.890217157,0.432956872,1.656951841,1.972384111,3.056368695,1.288927336,1
Sebastes_caurinus,8,y,0.576409146,0.07973665,0.124101201,0.79916508,0.348806202,2.48723261,2.040696933,3.085824787,1.04087414,1
Sebastes_ciliatus,1,y,0.517972867,0.078723103,0.159963915,0.665329392,0.414317942,2.361636723,1.643649734,2.603105192,0.919298246,1.015712298
Sebastes_ciliatus,2,y,0.496135689,0.083864475,0.159289554,0.635665615,0.39962793,2.380677961,1.622977587,2.619012095,0.941203354,1.021728565
Sebastes_crameri,1,y,0.590033754,0.102238952,0.155026325,0.739531278,0.362507125,2.731833468,1.633285141,2.912479977,1.106593028,1.02121955
Sebastes_diploproa,1,y,0.65773759,0.128699858,0.159462693,0.684535515,0.405201825,2.679658058,1.94241725,3.39358785,1.277347115,1.019746098
Sebastes_elongatus,1,y,0.462264151,0.078993068,0.140659605,0.792466981,0.392849065,2.75812293,1.745822809,3.723881481,0.820317276,1.005255126
Sebastes_elongatus,2,y,0.424887255,0.082064998,0.133666594,0.771269608,0.380541683,2.684365501,1.744343916,3.676343331,0.876741477,1.004196778
Sebastes_emphaeus,1,y,0.59573393,0.091663111,0.124645472,0.675493589,0.423053873,1.900514616,1.304408628,2.510517134,1.419986417,1.013764046
Sebastes_entomelas,1,y,0.502617801,0.080238327,0.127164755,0.649298429,0.406841579,2.325633012,1.540136807,2.882082425,1.16397312,1.030857125
Sebastes_flavidus,1,y,0.473446439,0.081413355,0.148169913,0.703545834,0.442933178,2.413227728,2.282404924,3.34872807,0.87026838,1.021378561
Sebastes_goodei,1,y,0.600980769,0.085851318,0.139061504,0.716362179,0.401743153,2.323018999,1.608739928,2.769878173,1.026536303,1.037328213
Sebastes_helvomaculatus,1,y,0.608167782,0.106291105,0.186593685,0.765757717,0.4643857,2.38870129,1.473697979,2.765957447,1.181487214,1.004670632
Sebastes_jordani,1,y,0.681514555,0.101743962,0.127826181,0.681514555,0.439640097,2.399531072,1.613003168,2.984329988,1.54320019,1.04703763
Sebastes_maliger,1,y,0.504925499,0.109646383,0.15746042,0.796990248,0.443274743,2.666622267,1.359281798,2.430715924,1.105972652,1
Sebastes_melanops,1,y,0.597168752,0.0764236,0.148834528,0.744067601,0.391314745,2.125397336,1.526416784,2.267491937,0.956920718,1.006864877
Sebastes_melanops,2,y,0.685718775,0.067441971,0.138683113,0.780945986,0.447299145,1.663731903,1.464201916,2.28007017,1.255415984,1.009160301
Sebastes_melanops,3,y,0.625023026,0.058515428,0.13090976,0.756559038,0.413916382,1.907630803,1.900964705,2.819234043,0.974664357,1
Sebastes_melanops,4,y,0.659560435,0.061344326,0.118454879,0.824514372,0.419654762,2.119431179,1.454856415,2.267316146,1.399911229,1.009849742
Sebastes_melanops,5,y,0.678812297,0.061391879,0.111757791,0.835749321,0.414201183,2.71173229,1.724656277,2.414251864,0.871775152,1.007495965
Sebastes_melanops,6,y,0.587387502,0.064974783,0.112275075,0.804241203,0.458080094,1.904571934,1.340635441,2.20880769,1.053276804,1.008840626
Sebastes_melanops,7,y,0.709423661,0.076815916,0.120814459,0.83518921,0.523378411,1.301098649,1.672201338,2.483228638,0.685280862,1
Sebastes_melanops,8,y,0.64657907,0.071178849,0.122457255,0.790711628,0.454519838,1.403749153,0.966499287,1.72287395,1.872548343,1.014424539
Sebastes_melanops,9,y,0.570588957,0.066885331,0.134766456,0.717791411,0.39532841,1.842400087,1.65223546,2.293656122,1.272702142,1
Sebastes_miniatus,1,y,0.757722467,0.087791264,0.161704022,0.735682819,0.350146983,2.038345813,1.759128695,2.67850696,1.057449594,1.009239524
Sebastes_miniatus,2,y,0.747147989,0.10222753,0.162994362,0.747147989,0.372246083,2.113866152,1.711604143,2.507534501,1.124403551,1.008983162
Sebastes_mystinus,1,y,0.531807626,0.071628937,0.152995898,0.659044188,0.387573964,2.224240073,1.771574024,2.915776259,1.081246019,1.010701425
Sebastes_nebulosus,1,y,0.561334844,0.086185162,0.170994245,0.830232934,0.424566341,2.048833857,1.311338043,2.481957831,1.296852368,1
Sebastes_nigrocinctus,1,y,0.581280788,0.082899809,0.173590906,0.793118227,0.360554731,2.450687695,1.18070086,2.053763441,1.316681635,1
Sebastes_paucispinis,1,y,0.642561907,0.075774848,0.165936233,0.748942562,0.451893287,2.629552898,1.451065083,2.776836076,0.764150832,1.010974967
Sebastes_pinniger,1,y,0.530510828,0.089263811,0.161465614,0.769959003,0.435710077,2.866900785,1.542096083,2.510502604,1.113576478,1.012498206
Sebastes_proriger,1,y,0.505977943,0.094731966,0.137874077,0.753106422,0.405688773,2.736903677,1.36089032,2.624646888,1.737367979,1.01257763
Sebastes_reedi,1,y,0.604495879,0.095066203,0.163633395,0.758260989,0.401374361,2.452693719,1.823901579,3.218087595,1.112859753,1.031994263
Sebastes_ruberrimus,1,y,0.601056767,0.088051291,0.167746552,0.754062142,0.393116132,2.335191601,1.346630443,2.518364704,1.069542616,1.004913729
Sebastes_ruberrimus,2,y,0.703970279,0.075801846,0.116425706,0.885011895,0.51067225,1.926437168,1.228976541,2.193016367,1.885668277,1.006547672
Sebastes_ruberrimus,3,y,0.698564593,0.065178901,0.167767395,0.846909091,0.373763999,1.651419247,2.141932002,3.110803871,1.077172153,1
Sebastes_ruberrimus,4,y,0.672236975,0.054103463,0.134557398,0.900012222,0.387293233,2.882145027,1.745124421,2.792222222,1.013126079,1
Sebastes_ruberrimus,5,y,0.652148709,0.055645229,0.134846879,0.869550935,0.450001333,2.860961926,1.646528798,2.753802094,1.100052938,1
Sebastes_ruberrimus,6,y,0.702191488,0.062371491,0.140178956,0.90071579,0.500166664,1.851746652,1.780608614,3.042053419,1.164173379,1.00908923
Sebastes_ruberrimus,7,y,0.65046357,0.0647619,0.144916643,0.89641765,0.426361131,2.586761844,1.82422503,2.719952365,1.689585332,1
Sebastes_ruberrimus,8,y,0.756200814,0.060153482,0.140974532,0.850712857,0.432794634,2.025044176,1.594499389,2.581016986,1.686276224,1.014044078
Sebastes_saxicola,1,y,0.562516493,0.085179517,0.146743014,0.718759114,0.389091258,2.50987715,1.43731718,2.472476037,1.242595304,1.006556631
Sebastes_variegatus,1,y,0.462419727,0.103517062,0.158770865,0.710993451,0.422780099,2.704638628,1.452034005,2.809169118,1.249758757,1.009824307
Sebastes_wilsoni,1,y,0.542511352,0.108384268,0.139860076,0.673188315,0.409680215,2.681877995,1.377573531,2.471833274,1.566382979,1
Sebastolobus_alascanus,1,y,0.457014748,0.125906904,0.191742168,0.731171985,0.48085282,2.541556444,1.234904542,2.675831256,1.105712123,1
Sebastolobus_altivelis,1,y,0.504566667,0.107443905,0.180116686,0.718195455,0.478011989,2.380757825,1.225359185,2.494716767,1.431831497,1
Serrivomer_jesperseni,1,y,1.075036083,0.006591973,0.078655647,0.797466898,0.553823191,5.311932132,6.03E-07,31,0.000185868,1
Somniosus_pacificus,1,y,0.135368905,0.014279882,0.052950001,0.537129588,0.359421273,3.033022775,1.512850315,4.833409722,0.485492378,1.072730405
Sphyraena_argentea,1,y,0.648148148,0.049823285,0.115192611,0.694444444,0.418487935,3.424674022,1.899171977,3.291919415,0.297645872,1.083547831
Spirinchus_starksi,1,y,0.837842732,0.042360471,0.122898921,0.63244821,0.218043473,3.950875972,1.591276501,2.946234018,0.67290562,1.052537767
Spirinchus_thaleichthys,1,y,0.668465434,0.051596893,0.097539934,0.64768073,0.152109983,2.548133746,1.390555048,2.547861171,1.916477376,1.059813432
Squalus_acanthias,1,y,0.186080802,0.027462359,0.033379127,0.51939251,0.121383708,3.444589758,2.261552142,6.690293224,0.889847002,1.074001921
Stenobrachius_leucopsarus,1,y,0.369418093,0.079544641,0.16467502,0.635418822,0.352783499,3.39151207,1.174411533,2.072247007,0.115263002,1.077413318
Symbolophorus_californiense,1,y,0.529165919,0.079924192,0.175447058,0.614365471,0.534661992,5.822246227,1.504377861,2.405772059,0.460925533,1.047256579
Synchirus_gilli,1,y,0.4,0.062306906,0.07241537,0.773362222,0.550239234,1.922650017,1.136634788,3.868900666,2.650661012,1
Syngnathus_griseolineatus,1,y,0.727190092,0.013403153,0.008481193,0.727190092,0.566351931,0.750509973,0.805666963,2.566667754,0.969050715,1
Tactostoma_macropus,1,y,0.757309344,0.017938027,0.097309809,0.759938953,0.0846419,2.786214382,2.855909075,5.06049243,1.603851924,1.013709929
Tarletonbeania_crenularis,1,y,0.387593895,0.072417289,0.171657707,0.643417493,0.350179479,3.635125658,0.952047454,2.381315175,0.38075806,1.045410268
Tetragonurus_cuvieri,1,y,0.421358792,0.037098183,0.061802895,0.685443596,0.390170455,3.121433469,0.772828868,2.41177757,0.407587216,1.054885274
Thaleichthys_pacificus,1,y,0.704721131,0.043261625,0.099421987,0.720434616,0.194280417,2.376917212,1.409290847,2.811057209,0.783332067,1.061915423
Theragra_chalcogramma,1,y,0.601613281,0.063995473,0.112726623,0.648449219,0.522011032,3.17619704,1.433467525,3.184845396,0.711445288,1
Thunnus_alalunga,1,y,0.630159551,0.07024811,0.115715006,0.657660604,0.572049788,6.988233615,6.882901045,11.48603333,1.775315745,1.055019159
Thunnus_thynnus,1,y,0.65766576,0.049940343,0.126026097,0.65766576,0.654871564,5.237673641,6.772926771,8.518509631,0.856805205,1.049711663
Trachipterus_altivelis,1,y,0.659586974,0.047267532,0.047616175,0.686161088,0.333330623,1.733263872,0.806092043,4.678555556,2.231188907,1.026330821
Trachurus_symmetric,1,y,0.653142781,0.068027167,0.118035858,0.638414108,0.426171039,5.280457896,2.165378172,5.297085938,1.295183816,1.086843747
Trichodon_trichodon,1,y,1.005555556,0.062984589,0.114781889,0.844444444,0.551246939,1.285176641,1.695610257,3.544035088,2.264325967,1.039519556
Triglops_macellus,1,y,0.55306797,0.076043682,0.106605485,0.765168139,0.491018349,2.282946611,1.154354347,3.513927083,3.8090282,1
Triglops_pingeli,1,y,0.20289316,0.0779258,0.111043593,0.746497074,0.457479675,2.031131245,1.168354316,3.715129011,2.162009208,1
Xeneretmus_latifrons,1,y,0.28570872,0.065356304,0.046141638,0.63635124,0.51519276,1.855658499,1.037245403,4.101254846,2.368036969,1
Xeneretmus_triacanthus,1,y,0.344776068,0.060399755,0.056554573,0.758556193,0.52231605,2.912104636,1.17515968,5.748464724,3.154194009,1
Xererpes_fucorum,1,y,0.639707058,0.016590912,0.025014181,0.69133583,0.263676436,2.994437894,1.226794857,2.043942029,0.066829088,1
Xiphister_atropurpureus,1,y,0.608,0.014569921,0.039448061,0.824,0.455689135,2.302604128,1.055063871,1.442878411,0.101015826,1
Xiphister_mucosus,1,y,0.610243902,0.013635097,0.042447318,0.829268293,0.45,1.708336261,0.59625377,0.713948854,0.227506122,1
Zaniolepis_latipinnis,1,y,0.440860215,0.054904021,0.068309703,0.720510753,0.435416504,1.895843666,1.286499373,2.988964535,2.20472923,1
Zaprora_silenus,1,y,0.513162661,0.040453144,0.068400739,0.683201902,0.512376238,0.450403797,1.359463367,2.196527,0.789634335,1
Atheresthes_stomias,1,y,0.9,0.054172629,0.130517959,1,0.5,14.69263461,1.413357032,2.89699392,2.705868411,1.0196489
Citharichthys_sordidus,1,y,0.9,0.055627295,0.079996216,1,0.5,14.34516838,1.01122039,2.073134877,3.680842004,1
Citharichthys_stigmaeus,1,y,0.9,0.053992957,0.080312292,1,0.5,15.1309591,1.288118273,1.962397755,3.154038461,1
