kingdom,phylum,order,family,genus,species,kingdom_id,phylum_id,order_id,family_id,genus_id,species_id,class,class_id,gbif_query,query,taxo_query_level,higher_taxo_source
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,1,44,1313,8615,2351426,5204037,Actinopterygii,NA,5204037,pink,species,gbif
Animalia,Chordata,Batrachoidiformes,Batrachoididae,Porichthys,Porichthys notatus,1,44,1106,7187,2350811,2350817,Actinopterygii,NA,2350817,plmi,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Cottus,Cottus asper,1,44,590,8621,2334066,2334177,Actinopterygii,NA,2334177,prsc,species,gbif
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes emphaeus,1,44,590,8633,2333712,2335372,Actinopterygii,NA,2335372,psro,species,gbif
Animalia,Chordata,Scorpaeniformes,Agonidae,Odontopyxis,Odontopyxis trispinosa,1,44,590,8617,2337271,2337272,Actinopterygii,NA,2337272,pypo,species,gbif
Animalia,Chordata,Perciformes,Ptilichthyidae,Ptilichthys,Ptilichthys goodei,1,44,587,4503,2390024,2390025,Actinopterygii,NA,2390025,qufi,species,gbif
Animalia,Chordata,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,1,44,880,2181,2417351,5215461,Actinopterygii,120,5215461,ratf,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Chitonotus,Chitonotus pugetensis,1,44,590,8621,2333760,2333761,Actinopterygii,NA,2333761,rbsc,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Hemilepidotus,Hemilepidotus hemilepidotus,1,44,590,8621,2333943,2333949,Actinopterygii,NA,2333949,reil,species,gbif
Animalia,Chordata,Perciformes,Embiotocidae,Amphistichus,Amphistichus rhodoterus,1,44,587,4269,2389247,2389252,Actinopterygii,NA,2389252,repe,species,gbif
Animalia,Chordata,Perciformes,Stichaeidae,Phytichthys,Phytichthys chirus,1,44,587,8598,2394820,2394821,Actinopterygii,NA,2394821,ripr,species,gbif
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis cyclopus,1,44,590,8627,2335959,5201449,Actinopterygii,NA,5201449,risn,species,gbif
Animalia,Chordata,Perciformes,Pholidae,Apodichthys,Apodichthys fucorum,1,44,587,8576,2390387,2390390,Actinopterygii,NA,2390391,rogu,species,gbif
Animalia,Chordata,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos lagocephalus,1,44,590,8626,2336463,2336464,Actinopterygii,NA,2336464,rogr,species,gbif
Animalia,Chordata,Perciformes,Stichaeidae,Xiphister,Xiphister mucosus,1,44,587,8598,2394808,2394809,Actinopterygii,NA,2394809,ropr,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Ascelichthys,Ascelichthys rhodorus,1,44,590,8621,2334020,2334021,Actinopterygii,NA,2334021,rosc,species,gbif
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata,1,44,588,8611,5213905,5213939,Actinopterygii,NA,5213939,roso,species,gbif
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis rutteri,1,44,590,8627,2335959,5201491,Actinopterygii,NA,5201491,rtsn,species,gbif
Animalia,Chordata,Perciformes,Pholidae,Pholis,Pholis ornata,1,44,587,8576,2390397,5210410,Actinopterygii,NA,5210410,sagu,species,gbif
Animalia,Chordata,Perciformes,Ammodytidae,Ammodytes,Ammodytes hexapterus,1,44,587,8487,2389989,2389995,Actinopterygii,NA,2389995,sand,species,gbif
Animalia,Chordata,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax,1,44,538,7332,2412582,2412583,Actinopterygii,NA,2412583,sard,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus rimensis,1,44,590,8621,2333736,2333744,Actinopterygii,NA,2333744,sasc,species,gbif
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus,1,44,588,8611,2408960,2409051,Actinopterygii,NA,2409051,saso,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Artedius,Artedius harringtoni,1,44,590,8621,2333960,2333963,Actinopterygii,NA,2333963,scsc,species,gbif
Animalia,Chordata,Scorpaeniformes,Hemitripteridae,Nautichthys,Nautichthys oculofasciatus,1,44,590,5097,2335120,2335124,Actinopterygii,NA,2335124,sfsc,species,gbif
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes brevispinis,1,44,590,8633,2333712,2335560,Actinopterygii,NA,2335561,sgro,species,gbif
Animalia,Chordata,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,1,44,587,4269,2389233,2389234,Actinopterygii,NA,2389234,shpe,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Clinocottus,Clinocottus acuticeps,1,44,590,8621,2333865,2333873,Actinopterygii,NA,2333873,shsc,species,gbif
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis pulchellus,1,44,590,8627,2335959,5201510,Actinopterygii,NA,5201510,shsn,species,gbif
Animalia,Chordata,Perciformes,Embiotocidae,Hyperprosopon,Hyperprosopon ellipticum,1,44,587,4269,2389296,2389301,Actinopterygii,NA,2389301,sipe,species,gbif
Animalia,Chordata,Scorpaeniformes,Hemitripteridae,Blepsias,Blepsias cirrhosus,1,44,590,5097,2335094,2335095,Actinopterygii,NA,2335095,sisc,species,gbif
Animalia,Chordata,Perciformes,Stichaeidae,Anoplarchus,Anoplarchus insignis,1,44,587,8598,2394913,2394916,Actinopterygii,NA,2394916,slco,species,gbif
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis mucosus,1,44,590,8627,2335959,5201509,Actinopterygii,NA,5201509,slsn,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Artedius,Artedius lateralis,1,44,590,8621,2333960,2333966,Actinopterygii,NA,2333966,smsc,species,gbif
Animalia,Chordata,Perciformes,Stichaeidae,Lumpenus,Lumpenus sagitta,1,44,587,8598,5211320,5211330,Actinopterygii,NA,5211330,snpr,species,gbif
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,1,44,1313,8615,2351426,5204039,Actinopterygii,NA,5204039,sock,species,gbif
Animalia,Chordata,Squaliformes,Squalidae,Squalus,Squalus acanthias,1,44,883,5872,2420869,5216368,Actinopterygii,121,5216368,spdo,species,gbif
Animalia,Chordata,Scorpaeniformes,Cyclopteridae,Eumicrotremus,Eumicrotremus orbis,1,44,590,8623,2336845,2336849,Actinopterygii,NA,2336849,splu,species,gbif
Animalia,Chordata,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,1,44,588,5082,2408301,2408737,Actinopterygii,NA,2408737,spsa,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Asemichthys,Asemichthys taylori,1,44,590,8621,2333989,2333756,Actinopterygii,NA,2333755,spsc,species,gbif
Animalia,Chordata,Scorpaeniformes,Liparidae,Liparis,Liparis callyodon,1,44,590,8627,2335959,5201419,Actinopterygii,NA,5201419,spsn,species,gbif
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes diploproa,1,44,590,8633,2333712,2335406,Actinopterygii,NA,2335406,spso,species,gbif
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,1,44,1313,8615,2351426,5204019,Actinopterygii,NA,5204019,stee,species,gbif
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,1,44,588,8611,2409326,2409327,Actinopterygii,NA,2409327,stfl,species,gbif
Animalia,Chordata,Perciformes,Clinidae,Gibbonsia,Gibbonsia metzi,1,44,587,4261,2380263,5209312,Actinopterygii,NA,5209312,stke,species,gbif
Animalia,Chordata,Perciformes,Embiotocidae,Embiotoca,Embiotoca lateralis,1,44,587,4269,2389281,2389287,Actinopterygii,NA,2389287,stpe,species,gbif
Animalia,Chordata,Scorpaeniformes,Agonidae,Podothecus,Podothecus accipenserinus,1,44,590,8617,2337127,2337129,Actinopterygii,NA,2337129,stop,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Leptocottus,Leptocottus armatus,1,44,590,8621,2333922,2333923,Actinopterygii,NA,2333923,stsc,species,gbif
Animalia,Chordata,Rajiformes,Rajidae,Raja,Raja stellulata,1,44,884,5877,2342057,5216036,Actinopterygii,121,5216036,stsk,species,gbif
Animalia,Chordata,Osmeriformes,Osmeridae,Hypomesus,Hypomesus pretiosus,1,44,1068,8480,2410868,2410871,Actinopterygii,NA,2410871,susm,species,gbif
Animalia,Chordata,Scorpaeniformes,Psychrolutidae,Psychrolutes,Psychrolutes paradoxus,1,44,590,8631,2334899,2334904,Actinopterygii,NA,2334904,tasc,species,gbif
Animalia,Chordata,Gasterosteiformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,1,44,550,7666,2333602,4286327,Actinopterygii,NA,4286327,thst,species,gbif
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes nigrocinctus,1,44,590,8633,2333712,2335492,Actinopterygii,NA,2335492,tiro,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus,1,44,590,8621,2333736,2333746,Actinopterygii,NA,2333746,tisc,species,gbif
Animalia,Chordata,Gadiformes,Gadidae,Microgadus,Microgadus proximus,1,44,549,3701,2415887,2415888,Actinopterygii,NA,2415888,tomc,species,gbif
Animalia,Chordata,Gasterosteiformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,1,44,550,3705,2356480,2356481,Actinopterygii,NA,2356481,tube,species,gbif
Animalia,Chordata,Scorpaeniformes,Agonidae,Pallasina,Pallasina barbata,1,44,590,8617,2337225,5201645,Actinopterygii,NA,5201645,tupo,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Artedius,NA,1,44,590,8621,2333960,NA,Actinopterygii,NA,2333960,unar,species,gbif
Animalia,Chordata,Perciformes,Stichaeidae,Anoplarchus,NA,1,44,587,8598,2394913,NA,Actinopterygii,NA,2394913,uncc,species,gbif
Animalia,Chordata,Gadiformes,Gadidae,NA,NA,1,44,549,3701,NA,NA,Actinopterygii,NA,3701,unco,species,gbif
Animalia,Chordata,Pleuronectiformes,NA,NA,NA,1,44,588,NA,NA,NA,Actinopterygii,NA,588,unfl,species,gbif
Animalia,Chordata,Scorpaeniformes,Hexagrammidae,NA,NA,1,44,590,8626,NA,NA,Actinopterygii,NA,8626,ungr,species,gbif
Animalia,Chordata,Perciformes,Pholidae,NA,NA,1,44,587,8576,NA,NA,Actinopterygii,NA,4841193,ungu,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Hemilepidotus,NA,1,44,590,8621,2333943,NA,Actinopterygii,NA,2333943,unil,species,gbif
Animalia,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Actinopterygii,NA,1,unke,species,gbif
Animalia,Chordata,Perciformes,Embiotocidae,NA,NA,1,44,587,4269,NA,NA,Actinopterygii,NA,4269,unpe,species,gbif
Animalia,Chordata,Scorpaeniformes,Agonidae,NA,NA,1,44,590,8617,NA,NA,Actinopterygii,NA,8617,unpo,species,gbif
Animalia,Chordata,Perciformes,Bathymasteridae,NA,NA,1,44,587,8507,NA,NA,Actinopterygii,NA,8507,unrn,species,gbif
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,NA,1,44,1313,8615,2351426,NA,Actinopterygii,NA,2351426,unsa,species,gbif
Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,NA,1,44,1313,8615,2351426,NA,Actinopterygii,NA,2351426,untr,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,NA,NA,1,44,590,8621,NA,NA,Actinopterygii,NA,8621,unsc,species,gbif
Animalia,Chordata,Pleuronectiformes,Paralichthyidae,NA,NA,1,44,588,5082,NA,NA,Actinopterygii,NA,5082,unsd,species,gbif
Animalia,Chordata,Osmeriformes,Osmeridae,NA,NA,1,44,1068,8480,NA,NA,Actinopterygii,NA,8480,unsm,species,gbif
Animalia,Chordata,Scorpaeniformes,Liparidae,NA,NA,1,44,590,8627,NA,NA,Actinopterygii,NA,8627,unsn,species,gbif
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes miniatus,1,44,590,8633,2333712,2335381,Actinopterygii,NA,2335381,vero,species,gbif
Animalia,Chordata,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,1,44,549,3701,2335052,2415769,Actinopterygii,NA,2415762,wall,species,gbif
Animalia,Chordata,Scorpaeniformes,Agonidae,Chesnonia,Chesnonia verrucosa,1,44,590,8617,2337174,2337175,Actinopterygii,NA,2337175,wapo,species,gbif
Animalia,Chordata,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos stelleri,1,44,590,8626,2336463,2336480,Actinopterygii,NA,2336480,whgr,species,gbif
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes entomelas,1,44,590,8633,2333712,2335516,Actinopterygii,NA,2335516,wiro,species,gbif
Animalia,Chordata,Scorpaeniformes,Sebastidae,Sebastes,Sebastes flavidus,1,44,590,8633,2333712,2335500,Actinopterygii,NA,2335500,yero,species,gbif
Animalia,Chordata,Pleuronectiformes,Pleuronectidae,Limanda,Limanda aspera,1,44,588,8611,5213949,5213950,Actinopterygii,NA,5213950,yeso,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Cottus,NA,1,44,590,8621,2334066,NA,Actinopterygii,NA,2334066,uncs,species,gbif
Animalia,Chordata,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira,1,44,498,7192,2369260,2369261,Actinopterygii,NA,2369261,pasr,species,gbif
Animalia,NA,NA,Gebidae,NA,NA,1,NA,NA,8996042,NA,NA,Actinopterygii,NA,8996042,ungo,species,gbif
Animalia,Chordata,Scorpaeniformes,Agonidae,Bathyagonus,NA,1,44,590,8617,2337084,NA,Actinopterygii,NA,2337084,unba,species,gbif
Animalia,Chordata,Scorpaeniformes,Cottidae,Orthonopias,Orthonopias triacis,1,44,590,8621,2333855,2333856,Actinopterygii,NA,2333856,snsc,species,gbif
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unla,species,gbif
