site,year,month,day,location,depth,temp,salinity,ph,secchi
koe3,2019,8,4,c1,0,15,16.18,7.91,6
koe3,2019,8,4,c2,1,13.2,25.14,7.87,6
koe3,2019,8,4,c3,1.5,13.1,22.42,7.96,6
koe3,2019,8,4,d1,0,14.6,19.52,7.96,6
koe3,2019,8,4,d2,1,13.4,25.42,8.01,6
koe3,2019,8,4,d3,5,12.1,28.93,7.95,6
koe3,2019,8,4,d4,10,10.9,NA,7.83,6
koe1,2019,8,4,a1,0,14.1,21.71,7.96,6
koe1,2019,8,4,b1,0,14,24.19,8.03,6
koe1,2019,8,4,b2,1,13.6,25.93,8.05,6
koe1,2019,8,4,c1,0,14,23.09,8.07,6
koe1,2019,8,4,c2,1,13.5,26.31,8.08,6
koe1,2019,8,4,c3,1.5,13.4,26.49,8.09,6
koe1,2019,8,4,d1,0,14.6,19.52,7.96,6
koe1,2019,8,4,d2,1,13.4,25.42,8.01,6
koe1,2019,8,4,d3,5,12.1,28.93,7.95,6
koe1,2019,8,4,d4,10,10.9,NA,7.83,6
hdo,2020,7,19,a1,0,14.9,26.45,8.15,5.5
hdo,2020,7,19,b1,0,15,26.38,8.16,5.5
hdo,2020,7,19,b2,1,14.7,26.85,8.18,5.5
hdo,2020,7,19,c1,0,14.8,26.67,8.18,5.5
hdo,2020,7,19,c2,1,14.7,26.85,8.19,5.5
hdo,2020,7,19,c3,3,14.6,27.26,8.2,5.5
hdo,2020,7,19,d1,0,15.1,26.24,8.18,5.5
hdo,2020,7,19,d2,1,14.8,26.58,8.2,5.5
hdo,2020,7,19,d3,5,14,28.54,8.16,5.5
hdo,2020,7,19,d4,10,10.8,30.43,7.99,5.5
chp,2020,7,19,a1,0,12.6,29.76,8.07,NA
chp,2020,7,19,b1,0,12.6,29.63,8.07,NA
chp,2020,7,19,b2,1,12.4,29.84,8.07,NA
chp,2020,7,19,c1,0,12.9,29.36,8.09,NA
chp,2020,7,19,c2,1,12.5,29.62,8.08,NA
chp,2020,7,19,c3,3,12.4,29.77,8.08,NA
chp,2020,7,19,d1,0,13,29.11,8.1,NA
chp,2020,7,19,d2,1,13,29.1,8.1,NA
chp,2020,7,19,d3,5,12.7,29.33,8.1,NA
chp,2020,7,19,d4,10,12.7,29.35,8.1,NA
wfb,2020,7,20,c1,0,13.2,28.82,8.04,4.5
wfb,2020,7,20,b1,0,13.1,29.29,8.07,4.5
wfb,2020,7,20,a1,0,13,29.42,8.07,4.5
wfb,2020,7,20,c2,1,13,29.44,8.06,4.5
wfb,2020,7,20,b2,1,12.9,29.44,8.06,4.5
wfb,2020,7,20,d1,0,12.9,29.42,8.05,4.5
wfb,2020,7,20,d2,1,12.8,29.4,8.07,4.5
wfb,2020,7,20,c3,2,12.6,29.56,8.06,4.5
wfb,2020,7,20,d3,5,12.3,29.7,8.04,4.5
wfb,2020,7,20,d4,6,12.3,29.73,8.04,4.5
ssp,2020,7,20,a1,0,13.1,27.79,8.11,8.5
ssp,2020,7,20,b1,0,13,27.87,8.13,8.5
ssp,2020,7,20,b2,1,13,27.93,8.14,8.5
ssp,2020,7,20,c1,0,13,27.63,8.12,8.5
ssp,2020,7,20,c2,1,13,28.05,8.13,8.5
ssp,2020,7,20,c3,1.5,12.9,28.17,8.14,8.5
ssp,2020,7,20,d1,0,12.8,28.05,8.13,8.5
ssp,2020,7,20,d2,1,12.7,28.55,8.11,8.5
ssp,2020,7,20,d3,5,12.3,29.18,8.1,8.5
ssp,2020,7,20,d4,10,12,29.73,8.08,8.5
ppo,2020,7,21,a1,0,15.5,23.24,8.46,4.5
ppo,2020,7,21,b1,0,15.5,23.32,8.57,4.5
ppo,2020,7,21,b2,1,15.5,23.43,8.62,4.5
ppo,2020,7,21,c1,0,15.5,23.47,8.69,4.5
ppo,2020,7,21,c2,1,15.5,23.5,8.71,4.5
ppo,2020,7,21,c3,3.6,15.5,24.51,8.76,4.5
ppo,2020,7,21,d1,0,15.5,23.52,8.7,4.5
ppo,2020,7,21,d2,1,15.5,23.76,8.64,4.5
ppo,2020,7,21,d3,5,15.5,24.63,8.65,4.5
ppo,2020,7,21,d4,10,11.5,30.34,8.74,4.5
pba,2020,7,21,a1,0,15.4,23.5,8.62,4
pba,2020,7,21,b1,0,15.4,23.59,8.69,4
pba,2020,7,21,b2,1,15.9,24.94,8.5,4
pba,2020,7,21,c1,0,15.4,23.69,8.68,4
pba,2020,7,21,c2,1,15.5,23.8,8.67,4
pba,2020,7,21,c3,1.3,15.6,23.9,8.64,4
pba,2020,7,21,d1,0,15.4,23.79,8.72,4
pba,2020,7,21,d2,1,15.5,23.93,8.72,4
pba,2020,7,21,d3,5,15.3,26.87,8.62,4
pba,2020,7,21,d4,10,11.6,30.34,8.64,4
koe3,2020,7,23,a1,0,15.4,8.73,8.32,NA
koe3,2020,7,23,b1,0,15.6,7.14,8.31,NA
koe3,2020,7,23,b2,1,14.8,17.56,8.38,NA
koe3,2020,7,23,c1,0,15.6,6.41,8.72,NA
koe3,2020,7,23,c2,1,13.6,21.08,9.43,NA
koe3,2020,7,23,c3,1,13.6,21.08,9.43,NA
koe3,2020,7,23,d1,0,15.7,9.7,8.82,NA
koe3,2020,7,23,d2,1,14.4,19.59,9.17,NA
koe3,2020,7,23,d3,5,11.1,25.82,9.12,NA
koe3,2020,7,23,d4,10,9.7,27.91,9.14,NA
koe1,2020,7,23,a1,0,15.5,9.69,8.77,NA
koe1,2020,7,23,b1,0,15.5,9.53,8.64,NA
koe1,2020,7,23,b2,1,15.5,10.45,8.91,NA
koe1,2020,7,23,c1,0,15.5,10.51,8.48,NA
koe1,2020,7,23,c2,1,15.5,11.31,8.99,NA
koe1,2020,7,23,c3,2,11.1,26.33,9.03,NA
koe1,2020,7,23,d1,0,15.5,10.06,8.47,NA
koe1,2020,7,23,d2,1,15.5,12.56,8.54,NA
koe1,2020,7,23,d3,4.4,11.4,25.34,9.19,NA
koe1,2020,7,23,d4,4.4,11.4,25.34,9.19,NA
kis2,2020,7,24,a1,0,15.2,26.53,8.31,4.5
kis2,2020,7,24,b1,0,14.9,27.24,8.57,4.5
kis2,2020,7,24,b2,1,14.9,27.28,8.61,4.5
kis2,2020,7,24,c1,0,14.9,26.87,8.56,4.5
kis2,2020,7,24,c2,1,14.7,27.42,8.85,4.5
kis2,2020,7,24,c3,3,14.1,27.72,9.14,4.5
kis2,2020,7,24,d1,0,14.5,27.52,7.93,4.5
kis2,2020,7,24,d2,1,14.4,27.54,7.93,4.5
kis2,2020,7,24,d3,5,14.3,27.59,7.93,4.5
kis2,2020,7,24,d4,10,14,27.77,8.07,4.5
kis1,2020,7,24,a1,0,14.5,27.35,8.68,4.5
kis1,2020,7,24,b1,0,14.3,27.36,9.24,4.5
kis1,2020,7,24,b2,1,14.3,27.32,9.37,4.5
kis1,2020,7,24,c1,0,14.3,27.25,9.14,4.5
kis1,2020,7,24,c2,1,14.3,27.33,9.2,4.5
kis1,2020,7,24,c3,3,14.1,27.4,9.32,4.5
kis1,2020,7,24,d1,0,14.5,27.35,7.96,4.5
kis1,2020,7,24,d2,1,14.4,27.45,8.02,4.5
kis1,2020,7,24,d3,5,14.3,27.49,8.04,4.5
kis1,2020,7,24,d4,10,13,28.16,8.23,4.5
fan3,2020,7,25,a1,0,15.5,26.61,NA,5
fan3,2020,7,25,b1,0,15.3,26.47,NA,5
fan3,2020,7,25,b2,1,14.3,26.62,NA,5
fan3,2020,7,25,c1,0,14.7,26.56,NA,5
fan3,2020,7,25,c2,1,14.3,26.6,NA,5
fan3,2020,7,25,c3,1.6,13.9,26.72,NA,5
fan3,2020,7,25,d1,0,14.4,26.58,NA,5
fan3,2020,7,25,d2,1,14.1,26.6,NA,5
fan3,2020,7,25,d3,5,13.2,26.78,NA,5
fan3,2020,7,25,d4,7,13.1,26.79,NA,5
fan1,2020,7,25,a1,0,14.6,26.48,NA,5
fan1,2020,7,25,b1,0,14.5,26.46,NA,5
fan1,2020,7,25,b2,1,14.1,26.55,NA,5
fan1,2020,7,25,c1,0,14.5,26.47,NA,5
fan1,2020,7,25,c2,1,14.2,26.59,NA,5
fan1,2020,7,25,c3,1.5,13.7,26.63,NA,5
fan1,2020,7,25,d1,0,14.7,26.23,NA,5
fan1,2020,7,25,d2,1,14.6,26.28,NA,5
fan1,2020,7,25,d3,5,14.3,26.4,NA,5
fan1,2020,7,25,d4,9.2,12.6,26.81,NA,5
gog4,2020,7,26,a1,0,16.4,27.12,NA,7
gog4,2020,7,26,b1,0,16.7,27.08,NA,7
gog4,2020,7,26,b2,1,16.1,27.14,NA,7
gog4,2020,7,26,c1,0,16.1,27.15,NA,7
gog4,2020,7,26,c2,1,15.7,27.13,NA,7
gog4,2020,7,26,c3,1.3,15.4,27.16,NA,7
gog4,2020,7,26,d1,0,15.8,27.12,NA,7
gog4,2020,7,26,d2,1,15.1,27.17,NA,7
gog4,2020,7,26,d3,5,14,27.37,NA,7
gog4,2020,7,26,d4,6,13.9,27.41,NA,7
gog1,2020,7,26,c3,1.2,NA,NA,NA,7
gog1,2020,7,26,a1,0,18.9,27.4,NA,7
gog1,2020,7,26,b1,0,18.4,27.35,NA,7
gog1,2020,7,26,c1,0,17.5,27.4,NA,7
gog1,2020,7,26,b2,1,17.4,27.68,NA,7
gog1,2020,7,26,d1,0,16.5,27.43,NA,7
gog1,2020,7,26,c2,1,16.1,27.38,NA,7
gog1,2020,7,26,d2,1,16.1,27.4,NA,7
gog1,2020,7,26,d3,5,13.9,27.44,NA,7
gog1,2020,7,26,d4,6.5,13.4,27.52,NA,7
gog1,2020,8,4,b1,0,NA,NA,NA,NA
gog1,2020,8,4,b2,1,NA,NA,NA,NA
gog1,2020,8,4,c2,NA,NA,NA,NA,NA
gog1,2020,8,4,d1,0,15.7,28.37,NA,NA
gog1,2020,8,4,d2,1,15.5,28.62,NA,NA
gog1,2020,8,4,c1,0,15.1,28.6,NA,NA
gog1,2020,8,4,c3,0.5,14.9,28.77,NA,NA
gog1,2020,8,4,a1,0,14.8,28.78,NA,NA
gog1,2020,8,4,d3,5,14.7,28.89,NA,NA
gog1,2020,8,4,d4,6.6,13.5,29.17,NA,NA
