PHYIDENT,REGION,SECTION,UNIT,SUBUNIT,ZONE,COMPONENT,BAR,BMU,BRE,CHB,CHB2,CHB3,CHB4,CHB5,CHB6,CHB7,DIA,FUC,GRA,HAL,HAL2,HAL3,HAL4,HAL5,HAL6,HAL7,MAC,MUS,NER,OYS,RED,RED2,RED3,RED4,RED5,RED6,RED7,SAL,SBR,SBR2,SBR3,SBR4,SBR5,SBR6,SBR7,SED,SUR,ULV,URC,VER,ZOS,FEAT_LEN,OBJECTID,SHAPE
07/06/1546/00,"7","6","1546",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.8741,85072,
07/06/1546/00,"7","6","1546",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.8741,85044,
07/06/1546/00,"7","6","1546",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.8741,85058,
07/06/1531/00,"7","6","1531",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9267,84910,
07/06/1531/00,"7","6","1531",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,,,,M,,271.9267,84909,
07/06/1531/00,"7","6","1531",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9267,84911,
07/06/1531/00,"7","6","1531",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9267,84912,
07/06/1546/00,"7","6","1546",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,229.1157,85028,
07/06/1546/00,"7","6","1546",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1157,85070,
07/06/1546/00,"7","6","1546",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1157,85042,
07/06/1546/00,"7","6","1546",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.1157,85056,
07/06/1543/00,"7","6","1543",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.7822,84966,
07/06/1543/00,"7","6","1543",0,A,1,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,1474.7822,84952,
07/06/1543/00,"7","6","1543",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.7822,84959,
07/06/1543/00,"7","6","1543",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.3922,84962,
07/06/1543/00,"7","6","1543",0,A,1,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,414.3922,84955,
07/06/1543/00,"7","6","1543",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.3922,84969,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.6024,84998,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.6024,84982,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,219.6024,84974,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.6024,84990,
07/06/1543/00,"7","6","1543",0,A,1,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,597.2734,84954,
07/06/1543/00,"7","6","1543",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2734,84968,
07/06/1543/00,"7","6","1543",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2734,84961,
07/06/1543/00,"7","6","1543",0,A,1,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,204.7279,84953,
07/06/1543/00,"7","6","1543",0,A,1,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,312.9576,84956,
07/06/1543/00,"7","6","1543",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.9576,84970,
07/06/1543/00,"7","6","1543",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.9576,84963,
07/06/1541/00,"7","6","1541",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.8079,84947,
07/06/1541/00,"7","6","1541",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,,M,,449.8079,84945,
07/06/1541/00,"7","6","1541",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.8079,84946,
07/06/1541/00,"7","6","1541",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.8079,84948,
07/06/1542/00,"7","6","1542",0,A,1,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,N,,393.5062,84949,
07/06/1542/00,"7","6","1542",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.5062,84950,
07/06/1542/00,"7","6","1542",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.5062,84951,
07/06/1540/00,"7","6","1540",0,A,1,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,N,,325.5085,84942,
07/06/1540/00,"7","6","1540",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.5085,84943,
07/06/1540/00,"7","6","1540",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.5085,84944,
07/06/1536/00,"7","6","1536",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.3749,84926,
07/06/1536/00,"7","6","1536",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,,M,,1244.3749,84925,
07/06/1535/00,"7","6","1535",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,N,,501.0830,84922,
07/06/1535/00,"7","6","1535",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0830,84924,
07/06/1535/00,"7","6","1535",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0830,84923,
07/06/1534/00,"7","6","1534",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,,M,,344.4905,84920,
07/06/1534/00,"7","6","1534",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.4905,84921,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.4173,85004,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.4173,84996,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.4173,84988,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,895.4173,84980,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.8529,84987,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,504.8529,84979,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.8529,84995,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.8529,85003,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0571,85002,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,150.0571,84978,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0571,84986,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0571,84994,
07/06/1548/00,"7","6","1548",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3192,85104,
07/06/1548/00,"7","6","1548",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3192,85114,
07/06/1548/00,"7","6","1548",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3192,85109,
07/06/1548/00,"7","6","1548",0,A,1,,,,,,,,,,,,P,,,,,,,,,C,,,,,,,,C,,,,,,,,,,,,,P,P,N,,125.3192,85099,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,522.5772,84977,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.5772,84985,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.5772,84993,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.5772,85001,
07/06/1543/00,"7","6","1543",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0283,84965,
07/06/1543/00,"7","6","1543",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0283,84972,
07/06/1543/00,"7","6","1543",0,A,1,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,195.0283,84958,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.6383,84991,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.6383,84999,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.6383,84983,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,600.6383,84975,
07/06/1543/00,"7","6","1543",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.5395,84971,
07/06/1543/00,"7","6","1543",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.5395,84964,
07/06/1543/00,"7","6","1543",0,A,1,,,,,,,,P,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,305.5395,84957,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9751,84992,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9751,85000,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9751,84984,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,97.9751,84976,
07/06/1547/00,"7","6","1547",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,152.6858,85078,
07/06/1547/00,"7","6","1547",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6858,85083,
07/06/1547/00,"7","6","1547",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6858,85088,
07/06/1547/00,"7","6","1547",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6858,85093,
07/06/1545/00,"7","6","1545",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,159.1418,85006,
07/06/1545/00,"7","6","1545",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1418,85018,
07/06/1545/00,"7","6","1545",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1418,85010,
07/06/1545/00,"7","6","1545",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1418,85014,
07/06/1545/00,"7","6","1545",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,162.7213,85005,
07/06/1545/00,"7","6","1545",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.7213,85013,
07/06/1545/00,"7","6","1545",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.7213,85017,
07/06/1545/00,"7","6","1545",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.7213,85009,
07/06/1545/00,"7","6","1545",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7662,85020,
07/06/1545/00,"7","6","1545",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,163.7662,85008,
07/06/1545/00,"7","6","1545",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7662,85016,
07/06/1545/00,"7","6","1545",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7662,85012,
07/06/1545/00,"7","6","1545",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,317.3478,85007,
07/06/1545/00,"7","6","1545",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.3478,85019,
07/06/1545/00,"7","6","1545",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.3478,85011,
07/06/1545/00,"7","6","1545",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.3478,85015,
07/06/1544/00,"7","6","1544",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.7412,84989,
07/06/1544/00,"7","6","1544",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.7412,84997,
07/06/1544/00,"7","6","1544",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.7412,84981,
07/06/1544/00,"7","6","1544",0,A,1,,,,,,,,C,,,P,,,,,,,,,,P,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,731.7412,84973,
07/06/1543/00,"7","6","1543",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.7279,84967,
07/06/1543/00,"7","6","1543",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.7279,84960,
07/06/1539/00,"7","6","1539",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.9580,84941,
07/06/1539/00,"7","6","1539",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,,,,W,,708.9580,84939,
07/06/1539/00,"7","6","1539",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.9580,84940,
07/06/1538/00,"7","6","1538",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.9527,84936,
07/06/1538/00,"7","6","1538",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.9527,84938,
07/06/1538/00,"7","6","1538",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.9527,84937,
07/06/1538/00,"7","6","1538",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,643.9527,84935,
07/06/1537/00,"7","6","1537",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.4431,84934,
07/06/1547/00,"7","6","1547",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3223,85096,
07/06/1547/00,"7","6","1547",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,150.3223,85081,
07/06/1547/00,"7","6","1547",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3223,85086,
07/06/1547/00,"7","6","1547",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3223,85091,
07/06/1547/00,"7","6","1547",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,251.7375,85080,
07/06/1547/00,"7","6","1547",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.7375,85090,
07/06/1547/00,"7","6","1547",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.7375,85095,
07/06/1547/00,"7","6","1547",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.7375,85085,
07/06/1547/00,"7","6","1547",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.4825,85094,
07/06/1547/00,"7","6","1547",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,194.4825,85079,
07/06/1547/00,"7","6","1547",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.4825,85089,
07/06/1547/00,"7","6","1547",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.4825,85084,
07/06/1546/00,"7","6","1546",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,479.0235,85033,
07/06/1546/00,"7","6","1546",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0235,85075,
07/06/1546/00,"7","6","1546",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0235,85047,
07/06/1546/00,"7","6","1546",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0235,85061,
07/06/1546/00,"7","6","1546",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9744,85048,
07/06/1546/00,"7","6","1546",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9744,85062,
07/06/1546/00,"7","6","1546",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,197.9744,85034,
07/06/1546/00,"7","6","1546",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9744,85076,
07/06/1546/00,"7","6","1546",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.7334,85046,
07/06/1546/00,"7","6","1546",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.7334,85060,
07/06/1546/00,"7","6","1546",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.7334,85074,
07/06/1546/00,"7","6","1546",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,638.7334,85032,
07/06/1547/00,"7","6","1547",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7463,85092,
07/06/1547/00,"7","6","1547",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,,,,M,,160.7463,85077,
07/06/1547/00,"7","6","1547",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7463,85082,
07/06/1547/00,"7","6","1547",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7463,85087,
07/06/1550/00,"7","6","1550",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,P,,C,N,,134.4015,85120,
07/06/1550/00,"7","6","1550",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.4015,85123,
07/06/1548/00,"7","6","1548",0,A,1,,,,,,,,,,,,P,,,,,,,,,C,,,,,,,,C,,,,,,,,,,,,,P,P,N,,56.7822,85100,
07/06/1548/00,"7","6","1548",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7822,85105,
07/06/1548/00,"7","6","1548",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7822,85110,
07/06/1548/00,"7","6","1548",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7822,85115,
07/02/0728/00,"7","2","728",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.3415,59953,
07/02/0729/00,"7","2","729",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665.2782,59955,
07/02/0729/00,"7","2","729",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,2665.2782,59954,
07/02/0730/00,"7","2","730",0,A,1,P,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,297.8648,59956,
07/02/0730/00,"7","2","730",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.8648,59957,
07/02/1136/00,"7","2","1136",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,N,,1225.4414,60829,
07/02/1136/00,"7","2","1136",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.4414,60830,
07/02/1137/00,"7","2","1137",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,N,,445.7078,60831,
07/02/1137/00,"7","2","1137",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.7078,60832,
07/02/1138/00,"7","2","1138",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,878.8895,60833,
07/02/1138/00,"7","2","1138",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.8895,60834,
07/02/1139/00,"7","2","1139",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,N,,196.0389,60835,
07/02/1139/00,"7","2","1139",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0389,60836,
07/02/1140/00,"7","2","1140",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.9900,60838,
07/02/1140/00,"7","2","1140",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,N,,354.9900,60837,
07/02/1141/00,"7","2","1141",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5647,60840,
07/02/1040/00,"7","2","1040",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,,N,,2593.0824,60632,
07/02/1040/00,"7","2","1040",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593.0824,60633,
07/02/1040/00,"7","2","1040",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593.0824,60634,
07/02/1038/00,"7","2","1038",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.5249,60629,
07/02/1038/00,"7","2","1038",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,542.5249,60628,
07/02/1037/00,"7","2","1037",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.6562,60627,
07/02/1037/00,"7","2","1037",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,434.6562,60626,
07/02/1039/00,"7","2","1039",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.1486,60631,
07/02/1039/00,"7","2","1039",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,P,,N,,1234.1486,60630,
07/02/1036/00,"7","2","1036",0,A,1,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,543.1035,60624,
07/02/1036/00,"7","2","1036",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.1035,60625,
