RA,RI,LOCATION,FEATURE,TYPE_USE,COMMENTS,SOURCE_1,SOURCE_2,SURVEY_TYP,DATE_,CONTACT,PROJECT,DATA_SOURC,Dataset_ID,SOURCETHM,SP_SRCTHM,YEAR_PHT,COVERAGE,NAME,DENSITY,REFERENCE1,REFERENCE2,OBS_METHOD,ACCURACY,DISTRIBUTI,PRIM_COV_I,SEC_COV_IN,TER_COV_IN,DISTRIBU_1,PRIM_COV_S,SEC_COV_SU,TER_COV_SU,DISTRIBU_2,LINKID,BUFF_DIST,CREW,FEATURE_TY,RI_LOS,Shape_Leng,Shape_Area
"0","0",WINDY_BAY/POOLEY_ISLAND,Eelgrass,HERRING_SPAWN,ENVIRONMENTAL_IMPACT_ASSESSMENT/POOLEY_ISLAND_FOR_WFP,,,IMPACT_ASSESSMENT,"1997",DFO_PRINCE_RUPERT,MCOAST,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,8549.93721904000,2594110.06640999997
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,451.56228360300,12039.58789060000
"0","0",GRIFFIN_PASSAGE/RODERICK_ISLAND,Eelgrass,PRESENT,MARINE_IMPACT_OF_BOAT_LOGGING_SITES_FOR_WFP,,,DIVE_SURVEY,"1996",DFO_PRINCE_RUPERT,MCOAST,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1713.39771558000,122371.85156300000
"0","0",OLIVE_POINT/BOSWELL_INLET,Eelgrass,PRESENT,N/A,,,DIVE_SURVEY,"1996",MOF_BELLA_COOLA,MCOAST,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,3819.11271154000,342580.59570300003
"0","0",Head of Hardy Bay,Eelgrass,,,"Blacklock, C","Jepps, S",,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5361.85785040000,890363.48632799997
"0","0",Beaver Harbour,Eelgrass,,productive,"Blacklock, C",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5042.08096577000,661706.05664099997
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,4124.37609755000,490663.79101599997
"0","0",Pulteney Point - Malcolm Island,Mixed,,"Extension of eelgrass mapped as part of shorezone units, mixed species","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,355.41087978200,7443.91601563000
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,8038.39861324000,494025.66796900000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,898.19250709000,38366.06640630000
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,2630.07161705000,95838.82812500000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,294.46382883000,6233.63476563000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1388.72043569000,47289.25585940000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1698.21258735000,42853.64453130000
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,215.51893808200,2089.05078125000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1168.72272509000,13575.40234380000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,239.29294035700,2084.53710938000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,2494.40503436000,74370.33398440000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,441.48752017700,4847.68945313000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,321.03296222700,6682.09570313000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1395.37727441000,35679.34765630000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,494.44996006600,7054.81054688000
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,281.97649598300,2749.53710938000
"0","0",Port McNeill Hbr North Shore by Marine,Zostera marina,,"Survey by Tera planning for Log Dump proposal 2001, original survey 1:5000, mapped here at 1:20,000","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,2058.58538890000,71549.95898440000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,374.10459387100,6149.77343750000
"0","0",Port McNeill Hbr North Shore and Head,Zostera marina,,"Survey by Tera Planning for Log Dump proposal 2001, original survey 1:5000, mapped here at 1:20,000","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5387.47324333000,501344.01953100000
"0","4",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,5461.66739060000,1000494.36913999997
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,2354.23268548000,225813.76757800000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,409.34473957900,6142.93750000000
"0","0",Port McNeill Hbr North Shore and Head,Zostera marina,,"Survey by Tera Planning for Log Dump proposal 2001, original survey 1:5000, mapped here at 1:20,000","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,3.57656812531,0.43750000000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,927.37791611800,10666.97656250000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,430.14543638700,4711.08593750000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1706.46178352000,57988.21484380000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1001.45866830000,11565.42773440000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1780.25646970000,44372.54101560000
"0","0",South shore Port McNeill Hbr,Eelgrass,,"Survey by Tera planning for Log Dump proposal 2001, original survey 1:5000, mapped here at 1:20,000","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,4292.90922975000,297093.26171900000
"0","0",Alert Bay Harbour - at north end of IR by Nelson B,Zostera marina,,"Eelgrass observed during refferal 2001, mapped here at 1:20,000","Jepps, S",,,,,UPDTS,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,312.12279317900,6007.03125000000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,252.23093357000,4629.36132813000
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1071.67612471000,62733.53906250000
"0","3",,Eelgrass,,,CH3679,,,,,WCVI,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,144.21691526200,788.64257812500
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,1201.44273702000,27552.95117190000
"0","0",,,,,,,,,,,eelgrass (coverage),"136",,,"0",,,0.00000000000,,,,,,,,,,,,,,,0.00000000000,,,0.00000000000,108.69762204300,523.91992187500
